"Nights","SunSets","SunRises","NightLength"
2016-03-06,2016-03-06 17:59:57,2016-03-07 06:42:27,12:42:00
2016-03-07,2016-03-07 18:01:44,2016-03-08 06:40:11,12:38:00
2016-03-08,2016-03-08 18:03:31,2016-03-09 06:37:54,12:34:00
2016-03-09,2016-03-09 18:05:17,2016-03-10 06:35:37,12:30:00
2016-03-10,2016-03-10 18:07:03,2016-03-11 06:33:20,12:26:00
2016-03-11,2016-03-11 18:08:49,2016-03-12 06:31:02,12:22:00
2016-03-12,2016-03-12 18:10:35,2016-03-13 06:28:45,12:18:00
2016-03-13,2016-03-13 18:12:20,2016-03-14 06:26:26,12:14:00
2016-03-14,2016-03-14 18:14:06,2016-03-15 06:24:08,12:10:00
2016-03-15,2016-03-15 18:15:51,2016-03-16 06:21:49,12:06:00
2016-03-16,2016-03-16 18:17:35,2016-03-17 06:19:30,12:02:00
2016-03-17,2016-03-17 18:19:20,2016-03-18 06:17:11,11:58:00
2016-03-18,2016-03-18 18:21:05,2016-03-19 06:14:52,11:54:00
2016-03-19,2016-03-19 18:22:49,2016-03-20 06:12:32,11:50:00
2016-03-20,2016-03-20 18:24:33,2016-03-21 06:10:13,11:46:00
2016-03-21,2016-03-21 18:26:17,2016-03-22 06:07:53,11:42:00
2016-03-22,2016-03-22 18:28:01,2016-03-23 06:05:34,11:38:00
2016-03-23,2016-03-23 18:29:45,2016-03-24 06:03:14,11:33:00
2016-03-24,2016-03-24 18:31:29,2016-03-25 06:00:55,11:29:00
2016-03-25,2016-03-25 18:33:12,2016-03-26 05:58:35,11:25:00
2016-03-26,2016-03-26 18:34:56,2016-03-27 05:56:16,11:21:00
2016-03-27,2016-03-27 18:36:39,2016-03-28 05:53:56,11:17:00
2016-03-28,2016-03-28 18:38:23,2016-03-29 05:51:37,11:13:00
2016-03-29,2016-03-29 18:40:06,2016-03-30 05:49:18,11:09:00
2016-03-30,2016-03-30 18:41:49,2016-03-31 05:47:00,11:05:00
2016-03-31,2016-03-31 18:43:33,2016-04-01 05:44:41,11:01:00
2016-04-01,2016-04-01 18:45:16,2016-04-02 05:42:23,10:57:00
2016-04-02,2016-04-02 18:46:59,2016-04-03 05:40:05,10:53:00
2016-04-03,2016-04-03 18:48:42,2016-04-04 05:37:48,10:49:00
2016-04-04,2016-04-04 18:50:25,2016-04-05 05:35:30,10:45:00
2016-04-05,2016-04-05 18:52:08,2016-04-06 05:33:14,10:41:00
2016-04-06,2016-04-06 18:53:51,2016-04-07 05:30:57,10:37:00
2016-04-07,2016-04-07 18:55:34,2016-04-08 05:28:41,10:33:00
2016-04-08,2016-04-08 18:57:17,2016-04-09 05:26:26,10:29:00
2016-04-09,2016-04-09 18:59:01,2016-04-10 05:24:11,10:25:00
2016-04-10,2016-04-10 19:00:44,2016-04-11 05:21:57,10:21:00
2016-04-11,2016-04-11 19:02:27,2016-04-12 05:19:43,10:17:00
2016-04-12,2016-04-12 19:04:10,2016-04-13 05:17:30,10:13:00
2016-04-13,2016-04-13 19:05:53,2016-04-14 05:15:18,10:09:00
2016-04-14,2016-04-14 19:07:36,2016-04-15 05:13:06,10:05:00
2016-04-15,2016-04-15 19:09:19,2016-04-16 05:10:55,10:02:00
2016-04-16,2016-04-16 19:11:02,2016-04-17 05:08:45,09:58:00
2016-04-17,2016-04-17 19:12:45,2016-04-18 05:06:35,09:54:00
2016-04-18,2016-04-18 19:14:28,2016-04-19 05:04:27,09:50:00
2016-04-19,2016-04-19 19:16:11,2016-04-20 05:02:19,09:46:00
2016-04-20,2016-04-20 19:17:54,2016-04-21 05:00:12,09:42:00
2016-04-21,2016-04-21 19:19:36,2016-04-22 04:58:06,09:38:00
2016-04-22,2016-04-22 19:21:19,2016-04-23 04:56:01,09:35:00
2016-04-23,2016-04-23 19:23:02,2016-04-24 04:53:57,09:31:00
2016-04-24,2016-04-24 19:24:44,2016-04-25 04:51:55,09:27:00
2016-04-25,2016-04-25 19:26:26,2016-04-26 04:49:53,09:23:00
2016-04-26,2016-04-26 19:28:08,2016-04-27 04:47:53,09:20:00
2016-04-27,2016-04-27 19:29:50,2016-04-28 04:45:53,09:16:00
2016-04-28,2016-04-28 19:31:32,2016-04-29 04:43:55,09:12:00
2016-04-29,2016-04-29 19:33:14,2016-04-30 04:41:59,09:09:00
2016-04-30,2016-04-30 19:34:55,2016-05-01 04:40:03,09:05:00
2016-05-01,2016-05-01 19:36:36,2016-05-02 04:38:09,09:02:00
2016-05-02,2016-05-02 19:38:17,2016-05-03 04:36:16,08:58:00
2016-05-03,2016-05-03 19:39:57,2016-05-04 04:34:25,08:54:00
2016-05-04,2016-05-04 19:41:37,2016-05-05 04:32:36,08:51:00
2016-05-05,2016-05-05 19:43:16,2016-05-06 04:30:48,08:48:00
2016-05-06,2016-05-06 19:44:55,2016-05-07 04:29:01,08:44:00
2016-05-07,2016-05-07 19:46:33,2016-05-08 04:27:16,08:41:00
2016-05-08,2016-05-08 19:48:11,2016-05-09 04:25:33,08:37:00
2016-05-09,2016-05-09 19:49:49,2016-05-10 04:23:52,08:34:00
2016-05-10,2016-05-10 19:51:25,2016-05-11 04:22:12,08:31:00
2016-05-11,2016-05-11 19:53:01,2016-05-12 04:20:35,08:28:00
2016-05-12,2016-05-12 19:54:36,2016-05-13 04:18:59,08:24:00
2016-05-13,2016-05-13 19:56:10,2016-05-14 04:17:25,08:21:00
2016-05-14,2016-05-14 19:57:44,2016-05-15 04:15:53,08:18:00
2016-05-15,2016-05-15 19:59:16,2016-05-16 04:14:24,08:15:00
2016-05-16,2016-05-16 20:00:48,2016-05-17 04:12:56,08:12:00
2016-05-17,2016-05-17 20:02:18,2016-05-18 04:11:31,08:09:00
2016-05-18,2016-05-18 20:03:48,2016-05-19 04:10:07,08:06:00
2016-05-19,2016-05-19 20:05:16,2016-05-20 04:08:47,08:04:00
2016-05-20,2016-05-20 20:06:43,2016-05-21 04:07:28,08:01:00
2016-05-21,2016-05-21 20:08:08,2016-05-22 04:06:12,07:58:00
2016-05-22,2016-05-22 20:09:33,2016-05-23 04:04:58,07:55:00
2016-05-23,2016-05-23 20:10:56,2016-05-24 04:03:47,07:53:00
2016-05-24,2016-05-24 20:12:17,2016-05-25 04:02:38,07:50:00
2016-05-25,2016-05-25 20:13:37,2016-05-26 04:01:32,07:48:00
2016-05-26,2016-05-26 20:14:55,2016-05-27 04:00:28,07:46:00
2016-05-27,2016-05-27 20:16:11,2016-05-28 03:59:27,07:43:00
2016-05-28,2016-05-28 20:17:25,2016-05-29 03:58:29,07:41:00
2016-05-29,2016-05-29 20:18:38,2016-05-30 03:57:34,07:39:00
2016-05-30,2016-05-30 20:19:49,2016-05-31 03:56:41,07:37:00
2016-05-31,2016-05-31 20:20:57,2016-06-01 03:55:51,07:35:00
2016-06-01,2016-06-01 20:22:04,2016-06-02 03:55:05,07:33:00
2016-06-02,2016-06-02 20:23:08,2016-06-03 03:54:21,07:31:00
2016-06-03,2016-06-03 20:24:10,2016-06-04 03:53:40,07:29:00
2016-06-04,2016-06-04 20:25:10,2016-06-05 03:53:02,07:28:00
2016-06-05,2016-06-05 20:26:07,2016-06-06 03:52:27,07:26:00
2016-06-06,2016-06-06 20:27:02,2016-06-07 03:51:55,07:25:00
2016-06-07,2016-06-07 20:27:55,2016-06-08 03:51:26,07:24:00
2016-06-08,2016-06-08 20:28:45,2016-06-09 03:51:01,07:22:00
2016-06-09,2016-06-09 20:29:32,2016-06-10 03:50:38,07:21:00
2016-06-10,2016-06-10 20:30:16,2016-06-11 03:50:19,07:20:00
2016-06-11,2016-06-11 20:30:58,2016-06-12 03:50:02,07:19:00
2016-06-12,2016-06-12 20:31:37,2016-06-13 03:49:49,07:18:00
2016-06-13,2016-06-13 20:32:13,2016-06-14 03:49:39,07:17:00
2016-06-14,2016-06-14 20:32:46,2016-06-15 03:49:33,07:17:00
2016-06-15,2016-06-15 20:33:17,2016-06-16 03:49:29,07:16:00
2016-06-16,2016-06-16 20:33:44,2016-06-17 03:49:29,07:16:00
2016-06-17,2016-06-17 20:34:08,2016-06-18 03:49:32,07:15:00
2016-06-18,2016-06-18 20:34:29,2016-06-19 03:49:38,07:15:00
2016-06-19,2016-06-19 20:34:47,2016-06-20 03:49:47,07:15:00
2016-06-20,2016-06-20 20:35:02,2016-06-21 03:49:59,07:15:00
2016-06-21,2016-06-21 20:35:14,2016-06-22 03:50:14,07:15:00
2016-06-22,2016-06-22 20:35:22,2016-06-23 03:50:32,07:15:00
2016-06-23,2016-06-23 20:35:27,2016-06-24 03:50:54,07:15:00
2016-06-24,2016-06-24 20:35:30,2016-06-25 03:51:18,07:16:00
2016-06-25,2016-06-25 20:35:28,2016-06-26 03:51:46,07:16:00
2016-06-26,2016-06-26 20:35:24,2016-06-27 03:52:16,07:17:00
2016-06-27,2016-06-27 20:35:17,2016-06-28 03:52:49,07:18:00
2016-06-28,2016-06-28 20:35:06,2016-06-29 03:53:25,07:18:00
2016-06-29,2016-06-29 20:34:52,2016-06-30 03:54:04,07:19:00
2016-06-30,2016-06-30 20:34:35,2016-07-01 03:54:45,07:20:00
2016-07-01,2016-07-01 20:34:14,2016-07-02 03:55:29,07:21:00
2016-07-02,2016-07-02 20:33:51,2016-07-03 03:56:16,07:22:00
2016-07-03,2016-07-03 20:33:24,2016-07-04 03:57:05,07:24:00
2016-07-04,2016-07-04 20:32:54,2016-07-05 03:57:57,07:25:00
2016-07-05,2016-07-05 20:32:21,2016-07-06 03:58:51,07:26:00
2016-07-06,2016-07-06 20:31:45,2016-07-07 03:59:48,07:28:00
2016-07-07,2016-07-07 20:31:06,2016-07-08 04:00:46,07:30:00
2016-07-08,2016-07-08 20:30:24,2016-07-09 04:01:47,07:31:00
2016-07-09,2016-07-09 20:29:39,2016-07-10 04:02:51,07:33:00
2016-07-10,2016-07-10 20:28:51,2016-07-11 04:03:56,07:35:00
2016-07-11,2016-07-11 20:28:00,2016-07-12 04:05:03,07:37:00
2016-07-12,2016-07-12 20:27:06,2016-07-13 04:06:12,07:39:00
2016-07-13,2016-07-13 20:26:09,2016-07-14 04:07:23,07:41:00
2016-07-14,2016-07-14 20:25:10,2016-07-15 04:08:36,07:43:00
2016-07-15,2016-07-15 20:24:08,2016-07-16 04:09:50,07:46:00
2016-07-16,2016-07-16 20:23:03,2016-07-17 04:11:07,07:48:00
2016-07-17,2016-07-17 20:21:56,2016-07-18 04:12:24,07:50:00
2016-07-18,2016-07-18 20:20:46,2016-07-19 04:13:43,07:53:00
2016-07-19,2016-07-19 20:19:33,2016-07-20 04:15:04,07:56:00
2016-07-20,2016-07-20 20:18:18,2016-07-21 04:16:26,07:58:00
2016-07-21,2016-07-21 20:17:00,2016-07-22 04:17:49,08:01:00
2016-07-22,2016-07-22 20:15:41,2016-07-23 04:19:14,08:04:00
2016-07-23,2016-07-23 20:14:18,2016-07-24 04:20:39,08:06:00
2016-07-24,2016-07-24 20:12:54,2016-07-25 04:22:06,08:09:00
2016-07-25,2016-07-25 20:11:27,2016-07-26 04:23:34,08:12:00
2016-07-26,2016-07-26 20:09:58,2016-07-27 04:25:02,08:15:00
2016-07-27,2016-07-27 20:08:27,2016-07-28 04:26:32,08:18:00
2016-07-28,2016-07-28 20:06:54,2016-07-29 04:28:02,08:21:00
2016-07-29,2016-07-29 20:05:19,2016-07-30 04:29:33,08:24:00
2016-07-30,2016-07-30 20:03:42,2016-07-31 04:31:05,08:27:00
2016-07-31,2016-07-31 20:02:04,2016-08-01 04:32:38,08:31:00
2016-08-01,2016-08-01 20:00:23,2016-08-02 04:34:11,08:34:00
2016-08-02,2016-08-02 19:58:40,2016-08-03 04:35:45,08:37:00
2016-08-03,2016-08-03 19:56:56,2016-08-04 04:37:19,08:40:00
2016-08-04,2016-08-04 19:55:10,2016-08-05 04:38:54,08:44:00
2016-08-05,2016-08-05 19:53:22,2016-08-06 04:40:30,08:47:00
2016-08-06,2016-08-06 19:51:33,2016-08-07 04:42:05,08:51:00
2016-08-07,2016-08-07 19:49:42,2016-08-08 04:43:41,08:54:00
2016-08-08,2016-08-08 19:47:50,2016-08-09 04:45:18,08:57:00
2016-08-09,2016-08-09 19:45:56,2016-08-10 04:46:54,09:01:00
2016-08-10,2016-08-10 19:44:01,2016-08-11 04:48:31,09:05:00
2016-08-11,2016-08-11 19:42:04,2016-08-12 04:50:09,09:08:00
2016-08-12,2016-08-12 19:40:06,2016-08-13 04:51:46,09:12:00
2016-08-13,2016-08-13 19:38:07,2016-08-14 04:53:24,09:15:00
2016-08-14,2016-08-14 19:36:06,2016-08-15 04:55:02,09:19:00
2016-08-15,2016-08-15 19:34:05,2016-08-16 04:56:39,09:23:00
2016-08-16,2016-08-16 19:32:02,2016-08-17 04:58:18,09:26:00
2016-08-17,2016-08-17 19:29:58,2016-08-18 04:59:56,09:30:00
2016-08-18,2016-08-18 19:27:53,2016-08-19 05:01:34,09:34:00
2016-08-19,2016-08-19 19:25:47,2016-08-20 05:03:12,09:37:00
2016-08-20,2016-08-20 19:23:40,2016-08-21 05:04:50,09:41:00
2016-08-21,2016-08-21 19:21:32,2016-08-22 05:06:29,09:45:00
2016-08-22,2016-08-22 19:19:23,2016-08-23 05:08:07,09:49:00
2016-08-23,2016-08-23 19:17:13,2016-08-24 05:09:46,09:53:00
2016-08-24,2016-08-24 19:15:03,2016-08-25 05:11:24,09:56:00
2016-08-25,2016-08-25 19:12:51,2016-08-26 05:13:02,10:00:00
2016-08-26,2016-08-26 19:10:39,2016-08-27 05:14:41,10:04:00
2016-08-27,2016-08-27 19:08:26,2016-08-28 05:16:19,10:08:00
2016-08-28,2016-08-28 19:06:13,2016-08-29 05:17:57,10:12:00
2016-08-29,2016-08-29 19:03:58,2016-08-30 05:19:36,10:16:00
2016-08-30,2016-08-30 19:01:43,2016-08-31 05:21:14,10:20:00
2016-08-31,2016-08-31 18:59:28,2016-09-01 05:22:52,10:23:00
2016-09-01,2016-09-01 18:57:12,2016-09-02 05:24:30,10:27:00
2016-09-02,2016-09-02 18:54:55,2016-09-03 05:26:09,10:31:00
2016-09-03,2016-09-03 18:52:38,2016-09-04 05:27:47,10:35:00
2016-09-04,2016-09-04 18:50:21,2016-09-05 05:29:25,10:39:00
2016-09-05,2016-09-05 18:48:03,2016-09-06 05:31:03,10:43:00
2016-09-06,2016-09-06 18:45:44,2016-09-07 05:32:41,10:47:00
2016-09-07,2016-09-07 18:43:25,2016-09-08 05:34:19,10:51:00
2016-09-08,2016-09-08 18:41:06,2016-09-09 05:35:57,10:55:00
2016-09-09,2016-09-09 18:38:47,2016-09-10 05:37:36,10:59:00
2016-09-10,2016-09-10 18:36:27,2016-09-11 05:39:14,11:03:00
2016-09-11,2016-09-11 18:34:07,2016-09-12 05:40:52,11:07:00
2016-09-12,2016-09-12 18:31:47,2016-09-13 05:42:30,11:11:00
2016-09-13,2016-09-13 18:29:26,2016-09-14 05:44:08,11:15:00
2016-09-14,2016-09-14 18:27:06,2016-09-15 05:45:47,11:19:00
2016-09-15,2016-09-15 18:24:45,2016-09-16 05:47:25,11:23:00
2016-09-16,2016-09-16 18:22:24,2016-09-17 05:49:03,11:27:00
2016-09-17,2016-09-17 18:20:03,2016-09-18 05:50:42,11:31:00
2016-09-18,2016-09-18 18:17:42,2016-09-19 05:52:20,11:35:00
2016-09-19,2016-09-19 18:15:21,2016-09-20 05:53:59,11:39:00
2016-09-20,2016-09-20 18:13:00,2016-09-21 05:55:38,11:43:00
2016-09-21,2016-09-21 18:10:39,2016-09-22 05:57:17,11:47:00
2016-09-22,2016-09-22 18:08:18,2016-09-23 05:58:56,11:51:00
2016-09-23,2016-09-23 18:05:57,2016-09-24 06:00:35,11:55:00
2016-09-24,2016-09-24 18:03:37,2016-09-25 06:02:15,11:59:00
2016-09-25,2016-09-25 18:01:16,2016-09-26 06:03:54,12:03:00
2016-09-26,2016-09-26 17:58:56,2016-09-27 06:05:34,12:07:00
2016-09-27,2016-09-27 17:56:36,2016-09-28 06:07:14,12:11:00
2016-09-28,2016-09-28 17:54:16,2016-09-29 06:08:54,12:15:00
2016-09-29,2016-09-29 17:51:56,2016-09-30 06:10:34,12:19:00
2016-09-30,2016-09-30 17:49:37,2016-10-01 06:12:15,12:23:00
2016-10-01,2016-10-01 17:47:18,2016-10-02 06:13:55,12:27:00
2016-10-02,2016-10-02 17:44:59,2016-10-03 06:15:36,12:31:00
2016-10-03,2016-10-03 17:42:40,2016-10-04 06:17:18,12:35:00
2016-10-04,2016-10-04 17:40:23,2016-10-05 06:18:59,12:39:00
2016-10-05,2016-10-05 17:38:05,2016-10-06 06:20:41,12:43:00
2016-10-06,2016-10-06 17:35:48,2016-10-07 06:22:23,12:47:00
2016-10-07,2016-10-07 17:33:32,2016-10-08 06:24:06,12:51:00
2016-10-08,2016-10-08 17:31:16,2016-10-09 06:25:48,12:55:00
2016-10-09,2016-10-09 17:29:01,2016-10-10 06:27:31,12:59:00
2016-10-10,2016-10-10 17:26:46,2016-10-11 06:29:14,13:02:00
2016-10-11,2016-10-11 17:24:32,2016-10-12 06:30:58,13:06:00
2016-10-12,2016-10-12 17:22:19,2016-10-13 06:32:42,13:10:00
2016-10-13,2016-10-13 17:20:06,2016-10-14 06:34:26,13:14:00
2016-10-14,2016-10-14 17:17:54,2016-10-15 06:36:11,13:18:00
2016-10-15,2016-10-15 17:15:43,2016-10-16 06:37:55,13:22:00
2016-10-16,2016-10-16 17:13:33,2016-10-17 06:39:40,13:26:00
2016-10-17,2016-10-17 17:11:24,2016-10-18 06:41:26,13:30:00
2016-10-18,2016-10-18 17:09:15,2016-10-19 06:43:12,13:34:00
2016-10-19,2016-10-19 17:07:08,2016-10-20 06:44:58,13:38:00
2016-10-20,2016-10-20 17:05:01,2016-10-21 06:46:44,13:42:00
2016-10-21,2016-10-21 17:02:56,2016-10-22 06:48:30,13:46:00
2016-10-22,2016-10-22 17:00:52,2016-10-23 06:50:17,13:49:00
2016-10-23,2016-10-23 16:58:49,2016-10-24 06:52:04,13:53:00
2016-10-24,2016-10-24 16:56:47,2016-10-25 06:53:52,13:57:00
2016-10-25,2016-10-25 16:54:46,2016-10-26 06:55:39,14:01:00
2016-10-26,2016-10-26 16:52:46,2016-10-27 06:57:27,14:05:00
2016-10-27,2016-10-27 16:50:48,2016-10-28 06:59:15,14:08:00
2016-10-28,2016-10-28 16:48:51,2016-10-29 07:01:03,14:12:00
2016-10-29,2016-10-29 16:46:56,2016-10-30 07:02:51,14:16:00
2016-10-30,2016-10-30 16:45:02,2016-10-31 07:04:40,14:20:00
2016-10-31,2016-10-31 16:43:09,2016-11-01 07:06:28,14:23:00
2016-11-01,2016-11-01 16:41:18,2016-11-02 07:08:17,14:27:00
2016-11-02,2016-11-02 16:39:29,2016-11-03 07:10:05,14:31:00
2016-11-03,2016-11-03 16:37:41,2016-11-04 07:11:54,14:34:00
2016-11-04,2016-11-04 16:35:55,2016-11-05 07:13:42,14:38:00
2016-11-05,2016-11-05 16:34:11,2016-11-06 07:15:31,14:41:00
2016-11-06,2016-11-06 16:32:28,2016-11-07 07:17:19,14:45:00
2016-11-07,2016-11-07 16:30:47,2016-11-08 07:19:07,14:48:00
2016-11-08,2016-11-08 16:29:09,2016-11-09 07:20:55,14:52:00
2016-11-09,2016-11-09 16:27:32,2016-11-10 07:22:43,14:55:00
2016-11-10,2016-11-10 16:25:57,2016-11-11 07:24:30,14:59:00
2016-11-11,2016-11-11 16:24:24,2016-11-12 07:26:17,15:02:00
2016-11-12,2016-11-12 16:22:54,2016-11-13 07:28:03,15:05:00
2016-11-13,2016-11-13 16:21:25,2016-11-14 07:29:49,15:08:00
2016-11-14,2016-11-14 16:19:59,2016-11-15 07:31:34,15:12:00
2016-11-15,2016-11-15 16:18:35,2016-11-16 07:33:19,15:15:00
2016-11-16,2016-11-16 16:17:13,2016-11-17 07:35:03,15:18:00
2016-11-17,2016-11-17 16:15:54,2016-11-18 07:36:46,15:21:00
2016-11-18,2016-11-18 16:14:38,2016-11-19 07:38:28,15:24:00
2016-11-19,2016-11-19 16:13:23,2016-11-20 07:40:10,15:27:00
2016-11-20,2016-11-20 16:12:12,2016-11-21 07:41:50,15:30:00
2016-11-21,2016-11-21 16:11:03,2016-11-22 07:43:29,15:32:00
2016-11-22,2016-11-22 16:09:57,2016-11-23 07:45:08,15:35:00
2016-11-23,2016-11-23 16:08:53,2016-11-24 07:46:44,15:38:00
2016-11-24,2016-11-24 16:07:52,2016-11-25 07:48:20,15:40:00
2016-11-25,2016-11-25 16:06:54,2016-11-26 07:49:54,15:43:00
2016-11-26,2016-11-26 16:05:59,2016-11-27 07:51:27,15:45:00
2016-11-27,2016-11-27 16:05:07,2016-11-28 07:52:58,15:48:00
2016-11-28,2016-11-28 16:04:19,2016-11-29 07:54:27,15:50:00
2016-11-29,2016-11-29 16:03:33,2016-11-30 07:55:55,15:52:00
2016-11-30,2016-11-30 16:02:50,2016-12-01 07:57:20,15:55:00
2016-12-01,2016-12-01 16:02:10,2016-12-02 07:58:44,15:57:00
2016-12-02,2016-12-02 16:01:34,2016-12-03 08:00:06,15:59:00
2016-12-03,2016-12-03 16:01:01,2016-12-04 08:01:26,16:00:00
2016-12-04,2016-12-04 16:00:31,2016-12-05 08:02:43,16:02:00
2016-12-05,2016-12-05 16:00:04,2016-12-06 08:03:58,16:04:00
2016-12-06,2016-12-06 15:59:41,2016-12-07 08:05:11,16:06:00
2016-12-07,2016-12-07 15:59:21,2016-12-08 08:06:21,16:07:00
2016-12-08,2016-12-08 15:59:05,2016-12-09 08:07:29,16:08:00
2016-12-09,2016-12-09 15:58:52,2016-12-10 08:08:34,16:10:00
2016-12-10,2016-12-10 15:58:42,2016-12-11 08:09:36,16:11:00
2016-12-11,2016-12-11 15:58:36,2016-12-12 08:10:36,16:12:00
2016-12-12,2016-12-12 15:58:33,2016-12-13 08:11:33,16:13:00
2016-12-13,2016-12-13 15:58:34,2016-12-14 08:12:26,16:14:00
2016-12-14,2016-12-14 15:58:39,2016-12-15 08:13:17,16:15:00
2016-12-15,2016-12-15 15:58:47,2016-12-16 08:14:05,16:15:00
2016-12-16,2016-12-16 15:58:58,2016-12-17 08:14:50,16:16:00
2016-12-17,2016-12-17 15:59:13,2016-12-18 08:15:31,16:16:00
2016-12-18,2016-12-18 15:59:32,2016-12-19 08:16:09,16:17:00
2016-12-19,2016-12-19 15:59:54,2016-12-20 08:16:45,16:17:00
2016-12-20,2016-12-20 16:00:19,2016-12-21 08:17:16,16:17:00
2016-12-21,2016-12-21 16:00:48,2016-12-22 08:17:45,16:17:00
2016-12-22,2016-12-22 16:01:20,2016-12-23 08:18:10,16:17:00
