"Nights","SunSets","SunRises","NightLength"
2016-03-10,2016-03-10 17:56:46,2016-03-11 06:22:25,12:26:00
2016-03-11,2016-03-11 17:58:29,2016-03-12 06:20:10,12:22:00
2016-03-12,2016-03-12 18:00:12,2016-03-13 06:17:54,12:18:00
2016-03-13,2016-03-13 18:01:55,2016-03-14 06:15:39,12:14:00
2016-03-14,2016-03-14 18:03:38,2016-03-15 06:13:23,12:10:00
2016-03-15,2016-03-15 18:05:20,2016-03-16 06:11:07,12:06:00
2016-03-16,2016-03-16 18:07:02,2016-03-17 06:08:50,12:02:00
2016-03-17,2016-03-17 18:08:44,2016-03-18 06:06:34,11:58:00
2016-03-18,2016-03-18 18:10:26,2016-03-19 06:04:17,11:54:00
2016-03-19,2016-03-19 18:12:08,2016-03-20 06:02:01,11:50:00
2016-03-20,2016-03-20 18:13:49,2016-03-21 05:59:44,11:46:00
2016-03-21,2016-03-21 18:15:31,2016-03-22 05:57:27,11:42:00
2016-03-22,2016-03-22 18:17:12,2016-03-23 05:55:10,11:38:00
2016-03-23,2016-03-23 18:18:53,2016-03-24 05:52:53,11:34:00
2016-03-24,2016-03-24 18:20:34,2016-03-25 05:50:36,11:30:00
2016-03-25,2016-03-25 18:22:15,2016-03-26 05:48:19,11:26:00
2016-03-26,2016-03-26 18:23:56,2016-03-27 05:46:02,11:22:00
2016-03-27,2016-03-27 18:25:37,2016-03-28 05:43:46,11:18:00
2016-03-28,2016-03-28 18:27:18,2016-03-29 05:41:29,11:14:00
2016-03-29,2016-03-29 18:28:58,2016-03-30 05:39:13,11:10:00
2016-03-30,2016-03-30 18:30:39,2016-03-31 05:36:57,11:06:00
2016-03-31,2016-03-31 18:32:20,2016-04-01 05:34:41,11:02:00
2016-04-01,2016-04-01 18:34:00,2016-04-02 05:32:26,10:58:00
2016-04-02,2016-04-02 18:35:41,2016-04-03 05:30:10,10:54:00
2016-04-03,2016-04-03 18:37:21,2016-04-04 05:27:55,10:51:00
2016-04-04,2016-04-04 18:39:02,2016-04-05 05:25:41,10:47:00
2016-04-05,2016-04-05 18:40:42,2016-04-06 05:23:27,10:43:00
2016-04-06,2016-04-06 18:42:22,2016-04-07 05:21:13,10:39:00
2016-04-07,2016-04-07 18:44:03,2016-04-08 05:19:00,10:35:00
2016-04-08,2016-04-08 18:45:43,2016-04-09 05:16:47,10:31:00
2016-04-09,2016-04-09 18:47:24,2016-04-10 05:14:35,10:27:00
2016-04-10,2016-04-10 18:49:04,2016-04-11 05:12:23,10:23:00
2016-04-11,2016-04-11 18:50:44,2016-04-12 05:10:12,10:19:00
2016-04-12,2016-04-12 18:52:25,2016-04-13 05:08:02,10:16:00
2016-04-13,2016-04-13 18:54:05,2016-04-14 05:05:52,10:12:00
2016-04-14,2016-04-14 18:55:46,2016-04-15 05:03:43,10:08:00
2016-04-15,2016-04-15 18:57:26,2016-04-16 05:01:35,10:04:00
2016-04-16,2016-04-16 18:59:06,2016-04-17 04:59:27,10:00:00
2016-04-17,2016-04-17 19:00:46,2016-04-18 04:57:20,09:57:00
2016-04-18,2016-04-18 19:02:27,2016-04-19 04:55:14,09:53:00
2016-04-19,2016-04-19 19:04:07,2016-04-20 04:53:09,09:49:00
2016-04-20,2016-04-20 19:05:47,2016-04-21 04:51:05,09:45:00
2016-04-21,2016-04-21 19:07:27,2016-04-22 04:49:02,09:42:00
2016-04-22,2016-04-22 19:09:07,2016-04-23 04:47:00,09:38:00
2016-04-23,2016-04-23 19:10:47,2016-04-24 04:44:59,09:34:00
2016-04-24,2016-04-24 19:12:27,2016-04-25 04:42:59,09:31:00
2016-04-25,2016-04-25 19:14:06,2016-04-26 04:41:00,09:27:00
2016-04-26,2016-04-26 19:15:46,2016-04-27 04:39:02,09:23:00
2016-04-27,2016-04-27 19:17:25,2016-04-28 04:37:05,09:20:00
2016-04-28,2016-04-28 19:19:04,2016-04-29 04:35:10,09:16:00
2016-04-29,2016-04-29 19:20:43,2016-04-30 04:33:16,09:13:00
2016-04-30,2016-04-30 19:22:21,2016-05-01 04:31:23,09:09:00
2016-05-01,2016-05-01 19:24:00,2016-05-02 04:29:32,09:06:00
2016-05-02,2016-05-02 19:25:38,2016-05-03 04:27:42,09:02:00
2016-05-03,2016-05-03 19:27:15,2016-05-04 04:25:53,08:59:00
2016-05-04,2016-05-04 19:28:52,2016-05-05 04:24:06,08:55:00
2016-05-05,2016-05-05 19:30:29,2016-05-06 04:22:21,08:52:00
2016-05-06,2016-05-06 19:32:05,2016-05-07 04:20:37,08:49:00
2016-05-07,2016-05-07 19:33:41,2016-05-08 04:18:55,08:45:00
2016-05-08,2016-05-08 19:35:16,2016-05-09 04:17:14,08:42:00
2016-05-09,2016-05-09 19:36:51,2016-05-10 04:15:36,08:39:00
2016-05-10,2016-05-10 19:38:25,2016-05-11 04:13:59,08:36:00
2016-05-11,2016-05-11 19:39:58,2016-05-12 04:12:23,08:32:00
2016-05-12,2016-05-12 19:41:31,2016-05-13 04:10:50,08:29:00
2016-05-13,2016-05-13 19:43:03,2016-05-14 04:09:19,08:26:00
2016-05-14,2016-05-14 19:44:34,2016-05-15 04:07:50,08:23:00
2016-05-15,2016-05-15 19:46:04,2016-05-16 04:06:22,08:20:00
2016-05-16,2016-05-16 19:47:33,2016-05-17 04:04:57,08:17:00
2016-05-17,2016-05-17 19:49:01,2016-05-18 04:03:34,08:15:00
2016-05-18,2016-05-18 19:50:28,2016-05-19 04:02:14,08:12:00
2016-05-19,2016-05-19 19:51:54,2016-05-20 04:00:55,08:09:00
2016-05-20,2016-05-20 19:53:18,2016-05-21 03:59:39,08:06:00
2016-05-21,2016-05-21 19:54:42,2016-05-22 03:58:25,08:04:00
2016-05-22,2016-05-22 19:56:03,2016-05-23 03:57:13,08:01:00
2016-05-23,2016-05-23 19:57:24,2016-05-24 03:56:04,07:59:00
2016-05-24,2016-05-24 19:58:43,2016-05-25 03:54:57,07:56:00
2016-05-25,2016-05-25 20:00:01,2016-05-26 03:53:53,07:54:00
2016-05-26,2016-05-26 20:01:17,2016-05-27 03:52:52,07:52:00
2016-05-27,2016-05-27 20:02:31,2016-05-28 03:51:53,07:49:00
2016-05-28,2016-05-28 20:03:44,2016-05-29 03:50:57,07:47:00
2016-05-29,2016-05-29 20:04:54,2016-05-30 03:50:03,07:45:00
2016-05-30,2016-05-30 20:06:03,2016-05-31 03:49:13,07:43:00
2016-05-31,2016-05-31 20:07:10,2016-06-01 03:48:25,07:41:00
2016-06-01,2016-06-01 20:08:15,2016-06-02 03:47:39,07:39:00
2016-06-02,2016-06-02 20:09:17,2016-06-03 03:46:57,07:38:00
2016-06-03,2016-06-03 20:10:18,2016-06-04 03:46:18,07:36:00
2016-06-04,2016-06-04 20:11:16,2016-06-05 03:45:41,07:34:00
2016-06-05,2016-06-05 20:12:12,2016-06-06 03:45:08,07:33:00
2016-06-06,2016-06-06 20:13:06,2016-06-07 03:44:37,07:32:00
2016-06-07,2016-06-07 20:13:57,2016-06-08 03:44:10,07:30:00
2016-06-08,2016-06-08 20:14:46,2016-06-09 03:43:45,07:29:00
2016-06-09,2016-06-09 20:15:32,2016-06-10 03:43:24,07:28:00
2016-06-10,2016-06-10 20:16:15,2016-06-11 03:43:05,07:27:00
2016-06-11,2016-06-11 20:16:56,2016-06-12 03:42:50,07:26:00
2016-06-12,2016-06-12 20:17:34,2016-06-13 03:42:38,07:25:00
2016-06-13,2016-06-13 20:18:10,2016-06-14 03:42:28,07:24:00
2016-06-14,2016-06-14 20:18:42,2016-06-15 03:42:22,07:24:00
2016-06-15,2016-06-15 20:19:12,2016-06-16 03:42:19,07:23:00
2016-06-16,2016-06-16 20:19:39,2016-06-17 03:42:19,07:23:00
2016-06-17,2016-06-17 20:20:03,2016-06-18 03:42:22,07:22:00
2016-06-18,2016-06-18 20:20:23,2016-06-19 03:42:29,07:22:00
2016-06-19,2016-06-19 20:20:41,2016-06-20 03:42:38,07:22:00
2016-06-20,2016-06-20 20:20:56,2016-06-21 03:42:50,07:22:00
2016-06-21,2016-06-21 20:21:08,2016-06-22 03:43:05,07:22:00
2016-06-22,2016-06-22 20:21:17,2016-06-23 03:43:23,07:22:00
2016-06-23,2016-06-23 20:21:22,2016-06-24 03:43:44,07:22:00
2016-06-24,2016-06-24 20:21:25,2016-06-25 03:44:08,07:23:00
2016-06-25,2016-06-25 20:21:24,2016-06-26 03:44:35,07:23:00
2016-06-26,2016-06-26 20:21:20,2016-06-27 03:45:05,07:24:00
2016-06-27,2016-06-27 20:21:13,2016-06-28 03:45:37,07:24:00
2016-06-28,2016-06-28 20:21:03,2016-06-29 03:46:13,07:25:00
2016-06-29,2016-06-29 20:20:50,2016-06-30 03:46:50,07:26:00
2016-06-30,2016-06-30 20:20:34,2016-07-01 03:47:31,07:27:00
2016-07-01,2016-07-01 20:20:15,2016-07-02 03:48:14,07:28:00
2016-07-02,2016-07-02 20:19:52,2016-07-03 03:49:00,07:29:00
2016-07-03,2016-07-03 20:19:27,2016-07-04 03:49:48,07:30:00
2016-07-04,2016-07-04 20:18:58,2016-07-05 03:50:38,07:32:00
2016-07-05,2016-07-05 20:18:27,2016-07-06 03:51:31,07:33:00
2016-07-06,2016-07-06 20:17:52,2016-07-07 03:52:26,07:35:00
2016-07-07,2016-07-07 20:17:14,2016-07-08 03:53:23,07:36:00
2016-07-08,2016-07-08 20:16:34,2016-07-09 03:54:23,07:38:00
2016-07-09,2016-07-09 20:15:50,2016-07-10 03:55:24,07:40:00
2016-07-10,2016-07-10 20:15:04,2016-07-11 03:56:28,07:41:00
2016-07-11,2016-07-11 20:14:15,2016-07-12 03:57:33,07:43:00
2016-07-12,2016-07-12 20:13:23,2016-07-13 03:58:40,07:45:00
2016-07-13,2016-07-13 20:12:28,2016-07-14 03:59:49,07:47:00
2016-07-14,2016-07-14 20:11:31,2016-07-15 04:01:00,07:49:00
2016-07-15,2016-07-15 20:10:31,2016-07-16 04:02:13,07:52:00
2016-07-16,2016-07-16 20:09:28,2016-07-17 04:03:27,07:54:00
2016-07-17,2016-07-17 20:08:23,2016-07-18 04:04:42,07:56:00
2016-07-18,2016-07-18 20:07:15,2016-07-19 04:05:59,07:59:00
2016-07-19,2016-07-19 20:06:05,2016-07-20 04:07:18,08:01:00
2016-07-20,2016-07-20 20:04:52,2016-07-21 04:08:37,08:04:00
2016-07-21,2016-07-21 20:03:37,2016-07-22 04:09:58,08:06:00
2016-07-22,2016-07-22 20:02:19,2016-07-23 04:11:20,08:09:00
2016-07-23,2016-07-23 20:00:59,2016-07-24 04:12:44,08:12:00
2016-07-24,2016-07-24 19:59:37,2016-07-25 04:14:08,08:15:00
2016-07-25,2016-07-25 19:58:13,2016-07-26 04:15:33,08:17:00
2016-07-26,2016-07-26 19:56:46,2016-07-27 04:16:59,08:20:00
2016-07-27,2016-07-27 19:55:18,2016-07-28 04:18:26,08:23:00
2016-07-28,2016-07-28 19:53:47,2016-07-29 04:19:54,08:26:00
2016-07-29,2016-07-29 19:52:15,2016-07-30 04:21:23,08:29:00
2016-07-30,2016-07-30 19:50:40,2016-07-31 04:22:52,08:32:00
2016-07-31,2016-07-31 19:49:04,2016-08-01 04:24:22,08:35:00
2016-08-01,2016-08-01 19:47:26,2016-08-02 04:25:53,08:38:00
2016-08-02,2016-08-02 19:45:46,2016-08-03 04:27:24,08:42:00
2016-08-03,2016-08-03 19:44:04,2016-08-04 04:28:56,08:45:00
2016-08-04,2016-08-04 19:42:21,2016-08-05 04:30:28,08:48:00
2016-08-05,2016-08-05 19:40:36,2016-08-06 04:32:01,08:51:00
2016-08-06,2016-08-06 19:38:49,2016-08-07 04:33:34,08:55:00
2016-08-07,2016-08-07 19:37:01,2016-08-08 04:35:08,08:58:00
2016-08-08,2016-08-08 19:35:11,2016-08-09 04:36:41,09:02:00
2016-08-09,2016-08-09 19:33:20,2016-08-10 04:38:15,09:05:00
2016-08-10,2016-08-10 19:31:27,2016-08-11 04:39:50,09:08:00
2016-08-11,2016-08-11 19:29:33,2016-08-12 04:41:24,09:12:00
2016-08-12,2016-08-12 19:27:38,2016-08-13 04:42:59,09:15:00
2016-08-13,2016-08-13 19:25:42,2016-08-14 04:44:34,09:19:00
2016-08-14,2016-08-14 19:23:44,2016-08-15 04:46:09,09:22:00
2016-08-15,2016-08-15 19:21:45,2016-08-16 04:47:44,09:26:00
2016-08-16,2016-08-16 19:19:45,2016-08-17 04:49:20,09:30:00
2016-08-17,2016-08-17 19:17:43,2016-08-18 04:50:55,09:33:00
2016-08-18,2016-08-18 19:15:41,2016-08-19 04:52:31,09:37:00
2016-08-19,2016-08-19 19:13:38,2016-08-20 04:54:06,09:40:00
2016-08-20,2016-08-20 19:11:33,2016-08-21 04:55:42,09:44:00
2016-08-21,2016-08-21 19:09:28,2016-08-22 04:57:18,09:48:00
2016-08-22,2016-08-22 19:07:22,2016-08-23 04:58:53,09:52:00
2016-08-23,2016-08-23 19:05:15,2016-08-24 05:00:29,09:55:00
2016-08-24,2016-08-24 19:03:07,2016-08-25 05:02:05,09:59:00
2016-08-25,2016-08-25 19:00:58,2016-08-26 05:03:40,10:03:00
2016-08-26,2016-08-26 18:58:49,2016-08-27 05:05:16,10:06:00
2016-08-27,2016-08-27 18:56:38,2016-08-28 05:06:52,10:10:00
2016-08-28,2016-08-28 18:54:27,2016-08-29 05:08:28,10:14:00
2016-08-29,2016-08-29 18:52:16,2016-08-30 05:10:03,10:18:00
2016-08-30,2016-08-30 18:50:03,2016-08-31 05:11:39,10:22:00
2016-08-31,2016-08-31 18:47:51,2016-09-01 05:13:14,10:25:00
2016-09-01,2016-09-01 18:45:37,2016-09-02 05:14:50,10:29:00
2016-09-02,2016-09-02 18:43:23,2016-09-03 05:16:26,10:33:00
2016-09-03,2016-09-03 18:41:09,2016-09-04 05:18:01,10:37:00
2016-09-04,2016-09-04 18:38:54,2016-09-05 05:19:37,10:41:00
2016-09-05,2016-09-05 18:36:38,2016-09-06 05:21:12,10:45:00
2016-09-06,2016-09-06 18:34:23,2016-09-07 05:22:48,10:48:00
2016-09-07,2016-09-07 18:32:06,2016-09-08 05:24:23,10:52:00
2016-09-08,2016-09-08 18:29:50,2016-09-09 05:25:59,10:56:00
2016-09-09,2016-09-09 18:27:33,2016-09-10 05:27:34,11:00:00
2016-09-10,2016-09-10 18:25:16,2016-09-11 05:29:10,11:04:00
2016-09-11,2016-09-11 18:22:58,2016-09-12 05:30:45,11:08:00
2016-09-12,2016-09-12 18:20:41,2016-09-13 05:32:21,11:12:00
2016-09-13,2016-09-13 18:18:23,2016-09-14 05:33:56,11:16:00
2016-09-14,2016-09-14 18:16:05,2016-09-15 05:35:32,11:19:00
2016-09-15,2016-09-15 18:13:47,2016-09-16 05:37:08,11:23:00
2016-09-16,2016-09-16 18:11:29,2016-09-17 05:38:44,11:27:00
2016-09-17,2016-09-17 18:09:10,2016-09-18 05:40:20,11:31:00
2016-09-18,2016-09-18 18:06:52,2016-09-19 05:41:56,11:35:00
2016-09-19,2016-09-19 18:04:33,2016-09-20 05:43:32,11:39:00
2016-09-20,2016-09-20 18:02:15,2016-09-21 05:45:08,11:43:00
2016-09-21,2016-09-21 17:59:57,2016-09-22 05:46:44,11:47:00
2016-09-22,2016-09-22 17:57:38,2016-09-23 05:48:21,11:51:00
2016-09-23,2016-09-23 17:55:20,2016-09-24 05:49:57,11:55:00
2016-09-24,2016-09-24 17:53:02,2016-09-25 05:51:34,11:59:00
2016-09-25,2016-09-25 17:50:44,2016-09-26 05:53:11,12:02:00
2016-09-26,2016-09-26 17:48:26,2016-09-27 05:54:48,12:06:00
2016-09-27,2016-09-27 17:46:08,2016-09-28 05:56:25,12:10:00
2016-09-28,2016-09-28 17:43:51,2016-09-29 05:58:03,12:14:00
2016-09-29,2016-09-29 17:41:34,2016-09-30 05:59:41,12:18:00
2016-09-30,2016-09-30 17:39:17,2016-10-01 06:01:19,12:22:00
2016-10-01,2016-10-01 17:37:01,2016-10-02 06:02:57,12:26:00
2016-10-02,2016-10-02 17:34:45,2016-10-03 06:04:35,12:30:00
2016-10-03,2016-10-03 17:32:29,2016-10-04 06:06:14,12:34:00
2016-10-04,2016-10-04 17:30:14,2016-10-05 06:07:53,12:38:00
2016-10-05,2016-10-05 17:27:59,2016-10-06 06:09:32,12:42:00
2016-10-06,2016-10-06 17:25:44,2016-10-07 06:11:11,12:45:00
2016-10-07,2016-10-07 17:23:31,2016-10-08 06:12:51,12:49:00
2016-10-08,2016-10-08 17:21:17,2016-10-09 06:14:31,12:53:00
2016-10-09,2016-10-09 17:19:05,2016-10-10 06:16:12,12:57:00
2016-10-10,2016-10-10 17:16:52,2016-10-11 06:17:52,13:01:00
2016-10-11,2016-10-11 17:14:41,2016-10-12 06:19:33,13:05:00
2016-10-12,2016-10-12 17:12:30,2016-10-13 06:21:14,13:09:00
2016-10-13,2016-10-13 17:10:20,2016-10-14 06:22:56,13:13:00
2016-10-14,2016-10-14 17:08:11,2016-10-15 06:24:38,13:16:00
2016-10-15,2016-10-15 17:06:03,2016-10-16 06:26:20,13:20:00
2016-10-16,2016-10-16 17:03:55,2016-10-17 06:28:02,13:24:00
2016-10-17,2016-10-17 17:01:49,2016-10-18 06:29:45,13:28:00
2016-10-18,2016-10-18 16:59:43,2016-10-19 06:31:28,13:32:00
2016-10-19,2016-10-19 16:57:38,2016-10-20 06:33:12,13:36:00
2016-10-20,2016-10-20 16:55:34,2016-10-21 06:34:55,13:39:00
2016-10-21,2016-10-21 16:53:31,2016-10-22 06:36:39,13:43:00
2016-10-22,2016-10-22 16:51:30,2016-10-23 06:38:23,13:47:00
2016-10-23,2016-10-23 16:49:29,2016-10-24 06:40:08,13:51:00
2016-10-24,2016-10-24 16:47:30,2016-10-25 06:41:52,13:54:00
2016-10-25,2016-10-25 16:45:32,2016-10-26 06:43:37,13:58:00
2016-10-26,2016-10-26 16:43:35,2016-10-27 06:45:23,14:02:00
2016-10-27,2016-10-27 16:41:39,2016-10-28 06:47:08,14:05:00
2016-10-28,2016-10-28 16:39:45,2016-10-29 06:48:53,14:09:00
2016-10-29,2016-10-29 16:37:52,2016-10-30 06:50:39,14:13:00
2016-10-30,2016-10-30 16:36:01,2016-10-31 06:52:25,14:16:00
2016-10-31,2016-10-31 16:34:11,2016-11-01 06:54:11,14:20:00
2016-11-01,2016-11-01 16:32:22,2016-11-02 06:55:56,14:24:00
2016-11-02,2016-11-02 16:30:36,2016-11-03 06:57:42,14:27:00
2016-11-03,2016-11-03 16:28:50,2016-11-04 06:59:28,14:31:00
2016-11-04,2016-11-04 16:27:07,2016-11-05 07:01:14,14:34:00
2016-11-05,2016-11-05 16:25:25,2016-11-06 07:03:00,14:38:00
2016-11-06,2016-11-06 16:23:45,2016-11-07 07:04:46,14:41:00
2016-11-07,2016-11-07 16:22:07,2016-11-08 07:06:31,14:44:00
2016-11-08,2016-11-08 16:20:31,2016-11-09 07:08:16,14:48:00
2016-11-09,2016-11-09 16:18:57,2016-11-10 07:10:01,14:51:00
2016-11-10,2016-11-10 16:17:24,2016-11-11 07:11:46,14:54:00
2016-11-11,2016-11-11 16:15:54,2016-11-12 07:13:30,14:58:00
2016-11-12,2016-11-12 16:14:26,2016-11-13 07:15:14,15:01:00
2016-11-13,2016-11-13 16:13:00,2016-11-14 07:16:58,15:04:00
2016-11-14,2016-11-14 16:11:36,2016-11-15 07:18:41,15:07:00
2016-11-15,2016-11-15 16:10:15,2016-11-16 07:20:23,15:10:00
2016-11-16,2016-11-16 16:08:55,2016-11-17 07:22:04,15:13:00
2016-11-17,2016-11-17 16:07:39,2016-11-18 07:23:45,15:16:00
2016-11-18,2016-11-18 16:06:24,2016-11-19 07:25:25,15:19:00
2016-11-19,2016-11-19 16:05:12,2016-11-20 07:27:04,15:22:00
2016-11-20,2016-11-20 16:04:03,2016-11-21 07:28:42,15:25:00
2016-11-21,2016-11-21 16:02:56,2016-11-22 07:30:19,15:27:00
2016-11-22,2016-11-22 16:01:52,2016-11-23 07:31:55,15:30:00
2016-11-23,2016-11-23 16:00:51,2016-11-24 07:33:30,15:33:00
2016-11-24,2016-11-24 15:59:52,2016-11-25 07:35:04,15:35:00
2016-11-25,2016-11-25 15:58:57,2016-11-26 07:36:36,15:38:00
2016-11-26,2016-11-26 15:58:04,2016-11-27 07:38:06,15:40:00
2016-11-27,2016-11-27 15:57:14,2016-11-28 07:39:35,15:42:00
2016-11-28,2016-11-28 15:56:27,2016-11-29 07:41:03,15:45:00
2016-11-29,2016-11-29 15:55:43,2016-11-30 07:42:29,15:47:00
2016-11-30,2016-11-30 15:55:02,2016-12-01 07:43:52,15:49:00
2016-12-01,2016-12-01 15:54:24,2016-12-02 07:45:15,15:51:00
2016-12-02,2016-12-02 15:53:49,2016-12-03 07:46:35,15:53:00
2016-12-03,2016-12-03 15:53:17,2016-12-04 07:47:53,15:55:00
2016-12-04,2016-12-04 15:52:49,2016-12-05 07:49:09,15:56:00
2016-12-05,2016-12-05 15:52:24,2016-12-06 07:50:22,15:58:00
2016-12-06,2016-12-06 15:52:02,2016-12-07 07:51:34,16:00:00
2016-12-07,2016-12-07 15:51:44,2016-12-08 07:52:43,16:01:00
2016-12-08,2016-12-08 15:51:28,2016-12-09 07:53:49,16:02:00
2016-12-09,2016-12-09 15:51:16,2016-12-10 07:54:53,16:04:00
2016-12-10,2016-12-10 15:51:08,2016-12-11 07:55:55,16:05:00
2016-12-11,2016-12-11 15:51:03,2016-12-12 07:56:53,16:06:00
2016-12-12,2016-12-12 15:51:01,2016-12-13 07:57:49,16:07:00
2016-12-13,2016-12-13 15:51:03,2016-12-14 07:58:42,16:08:00
2016-12-14,2016-12-14 15:51:08,2016-12-15 07:59:32,16:08:00
2016-12-15,2016-12-15 15:51:17,2016-12-16 08:00:20,16:09:00
2016-12-16,2016-12-16 15:51:29,2016-12-17 08:01:04,16:10:00
2016-12-17,2016-12-17 15:51:44,2016-12-18 08:01:45,16:10:00
2016-12-18,2016-12-18 15:52:03,2016-12-19 08:02:23,16:10:00
2016-12-19,2016-12-19 15:52:25,2016-12-20 08:02:58,16:11:00
2016-12-20,2016-12-20 15:52:50,2016-12-21 08:03:30,16:11:00
2016-12-21,2016-12-21 15:53:19,2016-12-22 08:03:58,16:11:00
2016-12-22,2016-12-22 15:53:51,2016-12-23 08:04:24,16:11:00
