"Nights","SunSets","SunRises","NightLength"
2016-02-09,2016-02-09 17:00:45,2016-02-10 07:18:54,14:18:00
2016-02-10,2016-02-10 17:02:32,2016-02-11 07:17:08,14:15:00
2016-02-11,2016-02-11 17:04:20,2016-02-12 07:15:21,14:11:00
2016-02-12,2016-02-12 17:06:07,2016-02-13 07:13:33,14:07:00
2016-02-13,2016-02-13 17:07:54,2016-02-14 07:11:43,14:04:00
2016-02-14,2016-02-14 17:09:42,2016-02-15 07:09:52,14:00:00
2016-02-15,2016-02-15 17:11:29,2016-02-16 07:07:59,13:57:00
2016-02-16,2016-02-16 17:13:16,2016-02-17 07:06:06,13:53:00
2016-02-17,2016-02-17 17:15:02,2016-02-18 07:04:11,13:49:00
2016-02-18,2016-02-18 17:16:49,2016-02-19 07:02:14,13:45:00
2016-02-19,2016-02-19 17:18:35,2016-02-20 07:00:17,13:42:00
2016-02-20,2016-02-20 17:20:21,2016-02-21 06:58:18,13:38:00
2016-02-21,2016-02-21 17:22:07,2016-02-22 06:56:19,13:34:00
2016-02-22,2016-02-22 17:23:53,2016-02-23 06:54:18,13:30:00
2016-02-23,2016-02-23 17:25:38,2016-02-24 06:52:17,13:27:00
2016-02-24,2016-02-24 17:27:23,2016-02-25 06:50:14,13:23:00
2016-02-25,2016-02-25 17:29:08,2016-02-26 06:48:11,13:19:00
2016-02-26,2016-02-26 17:30:53,2016-02-27 06:46:06,13:15:00
2016-02-27,2016-02-27 17:32:37,2016-02-28 06:44:01,13:11:00
2016-02-28,2016-02-28 17:34:21,2016-02-29 06:41:55,13:08:00
2016-02-29,2016-02-29 17:36:05,2016-03-01 06:39:49,13:04:00
2016-03-01,2016-03-01 17:37:48,2016-03-02 06:37:41,13:00:00
2016-03-02,2016-03-02 17:39:31,2016-03-03 06:35:33,12:56:00
2016-03-03,2016-03-03 17:41:14,2016-03-04 06:33:25,12:52:00
2016-03-04,2016-03-04 17:42:57,2016-03-05 06:31:16,12:48:00
2016-03-05,2016-03-05 17:44:39,2016-03-06 06:29:06,12:44:00
2016-03-06,2016-03-06 17:46:21,2016-03-07 06:26:55,12:41:00
2016-03-07,2016-03-07 17:48:03,2016-03-08 06:24:44,12:37:00
2016-03-08,2016-03-08 17:49:44,2016-03-09 06:22:33,12:33:00
2016-03-09,2016-03-09 17:51:26,2016-03-10 06:20:21,12:29:00
2016-03-10,2016-03-10 17:53:07,2016-03-11 06:18:09,12:25:00
2016-03-11,2016-03-11 17:54:47,2016-03-12 06:15:57,12:21:00
2016-03-12,2016-03-12 17:56:28,2016-03-13 06:13:44,12:17:00
2016-03-13,2016-03-13 17:58:08,2016-03-14 06:11:31,12:13:00
2016-03-14,2016-03-14 17:59:48,2016-03-15 06:09:17,12:09:00
2016-03-15,2016-03-15 18:01:28,2016-03-16 06:07:04,12:06:00
2016-03-16,2016-03-16 18:03:08,2016-03-17 06:04:50,12:02:00
2016-03-17,2016-03-17 18:04:48,2016-03-18 06:02:36,11:58:00
2016-03-18,2016-03-18 18:06:27,2016-03-19 06:00:21,11:54:00
2016-03-19,2016-03-19 18:08:06,2016-03-20 05:58:07,11:50:00
2016-03-20,2016-03-20 18:09:46,2016-03-21 05:55:53,11:46:00
2016-03-21,2016-03-21 18:11:25,2016-03-22 05:53:38,11:42:00
2016-03-22,2016-03-22 18:13:03,2016-03-23 05:51:24,11:38:00
2016-03-23,2016-03-23 18:14:42,2016-03-24 05:49:09,11:34:00
2016-03-24,2016-03-24 18:16:21,2016-03-25 05:46:55,11:31:00
2016-03-25,2016-03-25 18:17:59,2016-03-26 05:44:40,11:27:00
2016-03-26,2016-03-26 18:19:38,2016-03-27 05:42:26,11:23:00
2016-03-27,2016-03-27 18:21:16,2016-03-28 05:40:12,11:19:00
2016-03-28,2016-03-28 18:22:54,2016-03-29 05:37:58,11:15:00
2016-03-29,2016-03-29 18:24:33,2016-03-30 05:35:44,11:11:00
2016-03-30,2016-03-30 18:26:11,2016-03-31 05:33:30,11:07:00
2016-03-31,2016-03-31 18:27:49,2016-04-01 05:31:17,11:03:00
2016-04-01,2016-04-01 18:29:27,2016-04-02 05:29:04,11:00:00
2016-04-02,2016-04-02 18:31:05,2016-04-03 05:26:51,10:56:00
2016-04-03,2016-04-03 18:32:43,2016-04-04 05:24:39,10:52:00
2016-04-04,2016-04-04 18:34:21,2016-04-05 05:22:26,10:48:00
2016-04-05,2016-04-05 18:35:59,2016-04-06 05:20:15,10:44:00
2016-04-06,2016-04-06 18:37:37,2016-04-07 05:18:04,10:40:00
2016-04-07,2016-04-07 18:39:15,2016-04-08 05:15:53,10:37:00
2016-04-08,2016-04-08 18:40:53,2016-04-09 05:13:42,10:33:00
2016-04-09,2016-04-09 18:42:31,2016-04-10 05:11:33,10:29:00
2016-04-10,2016-04-10 18:44:09,2016-04-11 05:09:24,10:25:00
2016-04-11,2016-04-11 18:45:46,2016-04-12 05:07:15,10:21:00
2016-04-12,2016-04-12 18:47:24,2016-04-13 05:05:07,10:18:00
2016-04-13,2016-04-13 18:49:02,2016-04-14 05:03:00,10:14:00
2016-04-14,2016-04-14 18:50:40,2016-04-15 05:00:53,10:10:00
2016-04-15,2016-04-15 18:52:18,2016-04-16 04:58:47,10:06:00
2016-04-16,2016-04-16 18:53:56,2016-04-17 04:56:42,10:03:00
2016-04-17,2016-04-17 18:55:34,2016-04-18 04:54:38,09:59:00
2016-04-18,2016-04-18 18:57:11,2016-04-19 04:52:34,09:55:00
2016-04-19,2016-04-19 18:58:49,2016-04-20 04:50:32,09:52:00
2016-04-20,2016-04-20 19:00:27,2016-04-21 04:48:30,09:48:00
2016-04-21,2016-04-21 19:02:04,2016-04-22 04:46:30,09:44:00
2016-04-22,2016-04-22 19:03:42,2016-04-23 04:44:30,09:41:00
2016-04-23,2016-04-23 19:05:19,2016-04-24 04:42:31,09:37:00
2016-04-24,2016-04-24 19:06:56,2016-04-25 04:40:34,09:34:00
2016-04-25,2016-04-25 19:08:33,2016-04-26 04:38:37,09:30:00
2016-04-26,2016-04-26 19:10:10,2016-04-27 04:36:42,09:27:00
2016-04-27,2016-04-27 19:11:47,2016-04-28 04:34:48,09:23:00
2016-04-28,2016-04-28 19:13:24,2016-04-29 04:32:55,09:20:00
2016-04-29,2016-04-29 19:15:00,2016-04-30 04:31:03,09:16:00
2016-04-30,2016-04-30 19:16:36,2016-05-01 04:29:13,09:13:00
2016-05-01,2016-05-01 19:18:12,2016-05-02 04:27:24,09:09:00
2016-05-02,2016-05-02 19:19:47,2016-05-03 04:25:36,09:06:00
2016-05-03,2016-05-03 19:21:23,2016-05-04 04:23:50,09:02:00
2016-05-04,2016-05-04 19:22:57,2016-05-05 04:22:06,08:59:00
2016-05-05,2016-05-05 19:24:32,2016-05-06 04:20:23,08:56:00
2016-05-06,2016-05-06 19:26:06,2016-05-07 04:18:41,08:53:00
2016-05-07,2016-05-07 19:27:39,2016-05-08 04:17:02,08:49:00
2016-05-08,2016-05-08 19:29:12,2016-05-09 04:15:23,08:46:00
2016-05-09,2016-05-09 19:30:44,2016-05-10 04:13:47,08:43:00
2016-05-10,2016-05-10 19:32:16,2016-05-11 04:12:12,08:40:00
2016-05-11,2016-05-11 19:33:47,2016-05-12 04:10:40,08:37:00
2016-05-12,2016-05-12 19:35:17,2016-05-13 04:09:09,08:34:00
2016-05-13,2016-05-13 19:36:46,2016-05-14 04:07:40,08:31:00
2016-05-14,2016-05-14 19:38:15,2016-05-15 04:06:13,08:28:00
2016-05-15,2016-05-15 19:39:43,2016-05-16 04:04:48,08:25:00
2016-05-16,2016-05-16 19:41:09,2016-05-17 04:03:25,08:22:00
2016-05-17,2016-05-17 19:42:35,2016-05-18 04:02:04,08:19:00
2016-05-18,2016-05-18 19:44:00,2016-05-19 04:00:46,08:17:00
2016-05-19,2016-05-19 19:45:24,2016-05-20 03:59:29,08:14:00
2016-05-20,2016-05-20 19:46:46,2016-05-21 03:58:15,08:11:00
2016-05-21,2016-05-21 19:48:07,2016-05-22 03:57:03,08:09:00
2016-05-22,2016-05-22 19:49:27,2016-05-23 03:55:54,08:06:00
2016-05-23,2016-05-23 19:50:46,2016-05-24 03:54:46,08:04:00
2016-05-24,2016-05-24 19:52:03,2016-05-25 03:53:42,08:02:00
2016-05-25,2016-05-25 19:53:19,2016-05-26 03:52:40,07:59:00
2016-05-26,2016-05-26 19:54:33,2016-05-27 03:51:40,07:57:00
2016-05-27,2016-05-27 19:55:45,2016-05-28 03:50:43,07:55:00
2016-05-28,2016-05-28 19:56:56,2016-05-29 03:49:49,07:53:00
2016-05-29,2016-05-29 19:58:05,2016-05-30 03:48:57,07:51:00
2016-05-30,2016-05-30 19:59:12,2016-05-31 03:48:08,07:49:00
2016-05-31,2016-05-31 20:00:17,2016-06-01 03:47:21,07:47:00
2016-06-01,2016-06-01 20:01:20,2016-06-02 03:46:38,07:45:00
2016-06-02,2016-06-02 20:02:22,2016-06-03 03:45:57,07:44:00
2016-06-03,2016-06-03 20:03:21,2016-06-04 03:45:19,07:42:00
2016-06-04,2016-06-04 20:04:18,2016-06-05 03:44:44,07:40:00
2016-06-05,2016-06-05 20:05:12,2016-06-06 03:44:11,07:39:00
2016-06-06,2016-06-06 20:06:05,2016-06-07 03:43:42,07:38:00
2016-06-07,2016-06-07 20:06:55,2016-06-08 03:43:16,07:36:00
2016-06-08,2016-06-08 20:07:42,2016-06-09 03:42:52,07:35:00
2016-06-09,2016-06-09 20:08:28,2016-06-10 03:42:32,07:34:00
2016-06-10,2016-06-10 20:09:10,2016-06-11 03:42:14,07:33:00
2016-06-11,2016-06-11 20:09:50,2016-06-12 03:42:00,07:32:00
2016-06-12,2016-06-12 20:10:28,2016-06-13 03:41:48,07:31:00
2016-06-13,2016-06-13 20:11:02,2016-06-14 03:41:40,07:31:00
2016-06-14,2016-06-14 20:11:34,2016-06-15 03:41:34,07:30:00
2016-06-15,2016-06-15 20:12:04,2016-06-16 03:41:31,07:29:00
2016-06-16,2016-06-16 20:12:30,2016-06-17 03:41:32,07:29:00
2016-06-17,2016-06-17 20:12:54,2016-06-18 03:41:35,07:29:00
2016-06-18,2016-06-18 20:13:14,2016-06-19 03:41:42,07:28:00
2016-06-19,2016-06-19 20:13:32,2016-06-20 03:41:51,07:28:00
2016-06-20,2016-06-20 20:13:47,2016-06-21 03:42:03,07:28:00
2016-06-21,2016-06-21 20:13:59,2016-06-22 03:42:18,07:28:00
2016-06-22,2016-06-22 20:14:07,2016-06-23 03:42:36,07:28:00
2016-06-23,2016-06-23 20:14:13,2016-06-24 03:42:57,07:29:00
2016-06-24,2016-06-24 20:14:16,2016-06-25 03:43:21,07:29:00
2016-06-25,2016-06-25 20:14:16,2016-06-26 03:43:47,07:30:00
2016-06-26,2016-06-26 20:14:13,2016-06-27 03:44:16,07:30:00
2016-06-27,2016-06-27 20:14:06,2016-06-28 03:44:48,07:31:00
2016-06-28,2016-06-28 20:13:57,2016-06-29 03:45:23,07:31:00
2016-06-29,2016-06-29 20:13:44,2016-06-30 03:46:00,07:32:00
2016-06-30,2016-06-30 20:13:29,2016-07-01 03:46:39,07:33:00
2016-07-01,2016-07-01 20:13:11,2016-07-02 03:47:22,07:34:00
2016-07-02,2016-07-02 20:12:49,2016-07-03 03:48:06,07:35:00
2016-07-03,2016-07-03 20:12:25,2016-07-04 03:48:53,07:36:00
2016-07-04,2016-07-04 20:11:57,2016-07-05 03:49:42,07:38:00
2016-07-05,2016-07-05 20:11:27,2016-07-06 03:50:34,07:39:00
2016-07-06,2016-07-06 20:10:54,2016-07-07 03:51:28,07:41:00
2016-07-07,2016-07-07 20:10:17,2016-07-08 03:52:24,07:42:00
2016-07-08,2016-07-08 20:09:38,2016-07-09 03:53:22,07:44:00
2016-07-09,2016-07-09 20:08:56,2016-07-10 03:54:22,07:45:00
2016-07-10,2016-07-10 20:08:12,2016-07-11 03:55:24,07:47:00
2016-07-11,2016-07-11 20:07:24,2016-07-12 03:56:27,07:49:00
2016-07-12,2016-07-12 20:06:34,2016-07-13 03:57:33,07:51:00
2016-07-13,2016-07-13 20:05:41,2016-07-14 03:58:40,07:53:00
2016-07-14,2016-07-14 20:04:45,2016-07-15 03:59:49,07:55:00
2016-07-15,2016-07-15 20:03:47,2016-07-16 04:01:00,07:57:00
2016-07-16,2016-07-16 20:02:46,2016-07-17 04:02:12,07:59:00
2016-07-17,2016-07-17 20:01:43,2016-07-18 04:03:26,08:02:00
2016-07-18,2016-07-18 20:00:37,2016-07-19 04:04:41,08:04:00
2016-07-19,2016-07-19 19:59:28,2016-07-20 04:05:57,08:06:00
2016-07-20,2016-07-20 19:58:18,2016-07-21 04:07:15,08:09:00
2016-07-21,2016-07-21 19:57:04,2016-07-22 04:08:34,08:11:00
2016-07-22,2016-07-22 19:55:49,2016-07-23 04:09:54,08:14:00
2016-07-23,2016-07-23 19:54:31,2016-07-24 04:11:15,08:17:00
2016-07-24,2016-07-24 19:53:12,2016-07-25 04:12:37,08:19:00
2016-07-25,2016-07-25 19:51:49,2016-07-26 04:14:00,08:22:00
2016-07-26,2016-07-26 19:50:25,2016-07-27 04:15:24,08:25:00
2016-07-27,2016-07-27 19:48:59,2016-07-28 04:16:49,08:28:00
2016-07-28,2016-07-28 19:47:31,2016-07-29 04:18:14,08:31:00
2016-07-29,2016-07-29 19:46:01,2016-07-30 04:19:41,08:34:00
2016-07-30,2016-07-30 19:44:28,2016-07-31 04:21:08,08:37:00
2016-07-31,2016-07-31 19:42:54,2016-08-01 04:22:35,08:40:00
2016-08-01,2016-08-01 19:41:19,2016-08-02 04:24:04,08:43:00
2016-08-02,2016-08-02 19:39:41,2016-08-03 04:25:33,08:46:00
2016-08-03,2016-08-03 19:38:02,2016-08-04 04:27:02,08:49:00
2016-08-04,2016-08-04 19:36:21,2016-08-05 04:28:32,08:52:00
2016-08-05,2016-08-05 19:34:38,2016-08-06 04:30:02,08:55:00
2016-08-06,2016-08-06 19:32:54,2016-08-07 04:31:33,08:59:00
2016-08-07,2016-08-07 19:31:08,2016-08-08 04:33:04,09:02:00
2016-08-08,2016-08-08 19:29:21,2016-08-09 04:34:35,09:05:00
2016-08-09,2016-08-09 19:27:32,2016-08-10 04:36:07,09:09:00
2016-08-10,2016-08-10 19:25:42,2016-08-11 04:37:39,09:12:00
2016-08-11,2016-08-11 19:23:50,2016-08-12 04:39:11,09:15:00
2016-08-12,2016-08-12 19:21:57,2016-08-13 04:40:43,09:19:00
2016-08-13,2016-08-13 19:20:03,2016-08-14 04:42:16,09:22:00
2016-08-14,2016-08-14 19:18:08,2016-08-15 04:43:48,09:26:00
2016-08-15,2016-08-15 19:16:11,2016-08-16 04:45:21,09:29:00
2016-08-16,2016-08-16 19:14:14,2016-08-17 04:46:54,09:33:00
2016-08-17,2016-08-17 19:12:15,2016-08-18 04:48:27,09:36:00
2016-08-18,2016-08-18 19:10:15,2016-08-19 04:50:00,09:40:00
2016-08-19,2016-08-19 19:08:14,2016-08-20 04:51:33,09:43:00
2016-08-20,2016-08-20 19:06:12,2016-08-21 04:53:06,09:47:00
2016-08-21,2016-08-21 19:04:09,2016-08-22 04:54:40,09:51:00
2016-08-22,2016-08-22 19:02:05,2016-08-23 04:56:13,09:54:00
2016-08-23,2016-08-23 19:00:01,2016-08-24 04:57:46,09:58:00
2016-08-24,2016-08-24 18:57:55,2016-08-25 04:59:19,10:01:00
2016-08-25,2016-08-25 18:55:49,2016-08-26 05:00:53,10:05:00
2016-08-26,2016-08-26 18:53:42,2016-08-27 05:02:26,10:09:00
2016-08-27,2016-08-27 18:51:34,2016-08-28 05:03:59,10:12:00
2016-08-28,2016-08-28 18:49:26,2016-08-29 05:05:32,10:16:00
2016-08-29,2016-08-29 18:47:16,2016-08-30 05:07:05,10:20:00
2016-08-30,2016-08-30 18:45:07,2016-08-31 05:08:39,10:24:00
2016-08-31,2016-08-31 18:42:56,2016-09-01 05:10:12,10:27:00
2016-09-01,2016-09-01 18:40:45,2016-09-02 05:11:45,10:31:00
2016-09-02,2016-09-02 18:38:34,2016-09-03 05:13:18,10:35:00
2016-09-03,2016-09-03 18:36:22,2016-09-04 05:14:51,10:38:00
2016-09-04,2016-09-04 18:34:09,2016-09-05 05:16:24,10:42:00
2016-09-05,2016-09-05 18:31:56,2016-09-06 05:17:57,10:46:00
2016-09-06,2016-09-06 18:29:43,2016-09-07 05:19:30,10:50:00
2016-09-07,2016-09-07 18:27:29,2016-09-08 05:21:03,10:54:00
2016-09-08,2016-09-08 18:25:15,2016-09-09 05:22:37,10:57:00
2016-09-09,2016-09-09 18:23:00,2016-09-10 05:24:10,11:01:00
2016-09-10,2016-09-10 18:20:46,2016-09-11 05:25:43,11:05:00
2016-09-11,2016-09-11 18:18:31,2016-09-12 05:27:16,11:09:00
2016-09-12,2016-09-12 18:16:15,2016-09-13 05:28:49,11:13:00
2016-09-13,2016-09-13 18:14:00,2016-09-14 05:30:22,11:16:00
2016-09-14,2016-09-14 18:11:44,2016-09-15 05:31:56,11:20:00
2016-09-15,2016-09-15 18:09:29,2016-09-16 05:33:29,11:24:00
2016-09-16,2016-09-16 18:07:13,2016-09-17 05:35:02,11:28:00
2016-09-17,2016-09-17 18:04:57,2016-09-18 05:36:36,11:32:00
2016-09-18,2016-09-18 18:02:41,2016-09-19 05:38:09,11:35:00
2016-09-19,2016-09-19 18:00:25,2016-09-20 05:39:43,11:39:00
2016-09-20,2016-09-20 17:58:09,2016-09-21 05:41:17,11:43:00
2016-09-21,2016-09-21 17:55:53,2016-09-22 05:42:51,11:47:00
2016-09-22,2016-09-22 17:53:37,2016-09-23 05:44:25,11:51:00
2016-09-23,2016-09-23 17:51:21,2016-09-24 05:45:59,11:55:00
2016-09-24,2016-09-24 17:49:05,2016-09-25 05:47:33,11:58:00
2016-09-25,2016-09-25 17:46:50,2016-09-26 05:49:08,12:02:00
2016-09-26,2016-09-26 17:44:34,2016-09-27 05:50:43,12:06:00
2016-09-27,2016-09-27 17:42:19,2016-09-28 05:52:17,12:10:00
2016-09-28,2016-09-28 17:40:04,2016-09-29 05:53:53,12:14:00
2016-09-29,2016-09-29 17:37:49,2016-09-30 05:55:28,12:18:00
2016-09-30,2016-09-30 17:35:35,2016-10-01 05:57:03,12:21:00
2016-10-01,2016-10-01 17:33:21,2016-10-02 05:58:39,12:25:00
2016-10-02,2016-10-02 17:31:07,2016-10-03 06:00:15,12:29:00
2016-10-03,2016-10-03 17:28:54,2016-10-04 06:01:51,12:33:00
2016-10-04,2016-10-04 17:26:41,2016-10-05 06:03:28,12:37:00
2016-10-05,2016-10-05 17:24:29,2016-10-06 06:05:05,12:41:00
2016-10-06,2016-10-06 17:22:17,2016-10-07 06:06:42,12:44:00
2016-10-07,2016-10-07 17:20:05,2016-10-08 06:08:19,12:48:00
2016-10-08,2016-10-08 17:17:54,2016-10-09 06:09:57,12:52:00
2016-10-09,2016-10-09 17:15:44,2016-10-10 06:11:34,12:56:00
2016-10-10,2016-10-10 17:13:34,2016-10-11 06:13:13,13:00:00
2016-10-11,2016-10-11 17:11:25,2016-10-12 06:14:51,13:03:00
2016-10-12,2016-10-12 17:09:17,2016-10-13 06:16:30,13:07:00
2016-10-13,2016-10-13 17:07:10,2016-10-14 06:18:09,13:11:00
2016-10-14,2016-10-14 17:05:03,2016-10-15 06:19:48,13:15:00
2016-10-15,2016-10-15 17:02:57,2016-10-16 06:21:28,13:19:00
2016-10-16,2016-10-16 17:00:52,2016-10-17 06:23:08,13:22:00
2016-10-17,2016-10-17 16:58:47,2016-10-18 06:24:49,13:26:00
2016-10-18,2016-10-18 16:56:44,2016-10-19 06:26:29,13:30:00
2016-10-19,2016-10-19 16:54:42,2016-10-20 06:28:10,13:33:00
2016-10-20,2016-10-20 16:52:40,2016-10-21 06:29:51,13:37:00
2016-10-21,2016-10-21 16:50:40,2016-10-22 06:31:33,13:41:00
2016-10-22,2016-10-22 16:48:41,2016-10-23 06:33:15,13:45:00
2016-10-23,2016-10-23 16:46:43,2016-10-24 06:34:57,13:48:00
2016-10-24,2016-10-24 16:44:46,2016-10-25 06:36:39,13:52:00
2016-10-25,2016-10-25 16:42:50,2016-10-26 06:38:21,13:56:00
2016-10-26,2016-10-26 16:40:56,2016-10-27 06:40:04,13:59:00
2016-10-27,2016-10-27 16:39:02,2016-10-28 06:41:47,14:03:00
2016-10-28,2016-10-28 16:37:11,2016-10-29 06:43:30,14:06:00
2016-10-29,2016-10-29 16:35:20,2016-10-30 06:45:13,14:10:00
2016-10-30,2016-10-30 16:33:31,2016-10-31 06:46:56,14:13:00
2016-10-31,2016-10-31 16:31:44,2016-11-01 06:48:40,14:17:00
2016-11-01,2016-11-01 16:29:58,2016-11-02 06:50:23,14:20:00
2016-11-02,2016-11-02 16:28:13,2016-11-03 06:52:07,14:24:00
2016-11-03,2016-11-03 16:26:30,2016-11-04 06:53:50,14:27:00
2016-11-04,2016-11-04 16:24:49,2016-11-05 06:55:34,14:31:00
2016-11-05,2016-11-05 16:23:10,2016-11-06 06:57:17,14:34:00
2016-11-06,2016-11-06 16:21:32,2016-11-07 06:59:00,14:37:00
2016-11-07,2016-11-07 16:19:57,2016-11-08 07:00:44,14:41:00
2016-11-08,2016-11-08 16:18:23,2016-11-09 07:02:26,14:44:00
2016-11-09,2016-11-09 16:16:51,2016-11-10 07:04:09,14:47:00
2016-11-10,2016-11-10 16:15:21,2016-11-11 07:05:52,14:51:00
2016-11-11,2016-11-11 16:13:53,2016-11-12 07:07:34,14:54:00
2016-11-12,2016-11-12 16:12:27,2016-11-13 07:09:15,14:57:00
2016-11-13,2016-11-13 16:11:03,2016-11-14 07:10:56,15:00:00
2016-11-14,2016-11-14 16:09:42,2016-11-15 07:12:37,15:03:00
2016-11-15,2016-11-15 16:08:23,2016-11-16 07:14:17,15:06:00
2016-11-16,2016-11-16 16:07:06,2016-11-17 07:15:56,15:09:00
2016-11-17,2016-11-17 16:05:51,2016-11-18 07:17:35,15:12:00
2016-11-18,2016-11-18 16:04:39,2016-11-19 07:19:13,15:15:00
2016-11-19,2016-11-19 16:03:29,2016-11-20 07:20:50,15:17:00
2016-11-20,2016-11-20 16:02:22,2016-11-21 07:22:26,15:20:00
2016-11-21,2016-11-21 16:01:17,2016-11-22 07:24:01,15:23:00
2016-11-22,2016-11-22 16:00:15,2016-11-23 07:25:35,15:25:00
2016-11-23,2016-11-23 15:59:16,2016-11-24 07:27:07,15:28:00
2016-11-24,2016-11-24 15:58:19,2016-11-25 07:28:39,15:30:00
2016-11-25,2016-11-25 15:57:25,2016-11-26 07:30:09,15:33:00
2016-11-26,2016-11-26 15:56:34,2016-11-27 07:31:38,15:35:00
2016-11-27,2016-11-27 15:55:46,2016-11-28 07:33:05,15:37:00
2016-11-28,2016-11-28 15:55:01,2016-11-29 07:34:31,15:40:00
2016-11-29,2016-11-29 15:54:18,2016-11-30 07:35:55,15:42:00
2016-11-30,2016-11-30 15:53:39,2016-12-01 07:37:17,15:44:00
2016-12-01,2016-12-01 15:53:03,2016-12-02 07:38:38,15:46:00
2016-12-02,2016-12-02 15:52:30,2016-12-03 07:39:56,15:47:00
2016-12-03,2016-12-03 15:52:00,2016-12-04 07:41:13,15:49:00
2016-12-04,2016-12-04 15:51:33,2016-12-05 07:42:28,15:51:00
2016-12-05,2016-12-05 15:51:09,2016-12-06 07:43:40,15:53:00
2016-12-06,2016-12-06 15:50:48,2016-12-07 07:44:50,15:54:00
2016-12-07,2016-12-07 15:50:31,2016-12-08 07:45:58,15:55:00
2016-12-08,2016-12-08 15:50:17,2016-12-09 07:47:03,15:57:00
2016-12-09,2016-12-09 15:50:06,2016-12-10 07:48:06,15:58:00
2016-12-10,2016-12-10 15:49:59,2016-12-11 07:49:07,15:59:00
2016-12-11,2016-12-11 15:49:54,2016-12-12 07:50:05,16:00:00
2016-12-12,2016-12-12 15:49:54,2016-12-13 07:51:00,16:01:00
2016-12-13,2016-12-13 15:49:56,2016-12-14 07:51:52,16:02:00
2016-12-14,2016-12-14 15:50:02,2016-12-15 07:52:42,16:03:00
2016-12-15,2016-12-15 15:50:11,2016-12-16 07:53:29,16:03:00
2016-12-16,2016-12-16 15:50:23,2016-12-17 07:54:13,16:04:00
2016-12-17,2016-12-17 15:50:39,2016-12-18 07:54:53,16:04:00
2016-12-18,2016-12-18 15:50:58,2016-12-19 07:55:31,16:05:00
2016-12-19,2016-12-19 15:51:21,2016-12-20 07:56:06,16:05:00
2016-12-20,2016-12-20 15:51:46,2016-12-21 07:56:38,16:05:00
2016-12-21,2016-12-21 15:52:15,2016-12-22 07:57:06,16:05:00
2016-12-22,2016-12-22 15:52:47,2016-12-23 07:57:32,16:05:00
