"Nights","SunSets","SunRises","NightLength"
2013-07-19,2013-07-19 20:06:38,2013-07-20 03:56:52,07:50:00
2013-07-20,2013-07-20 20:05:22,2013-07-21 03:58:16,07:53:00
2013-07-21,2013-07-21 20:04:04,2013-07-22 03:59:41,07:56:00
2013-07-22,2013-07-22 20:02:43,2013-07-23 04:01:07,07:58:00
2013-07-23,2013-07-23 20:01:19,2013-07-24 04:02:34,08:01:00
2013-07-24,2013-07-24 19:59:53,2013-07-25 04:04:02,08:04:00
2013-07-25,2013-07-25 19:58:26,2013-07-26 04:05:31,08:07:00
2013-07-26,2013-07-26 19:56:55,2013-07-27 04:07:02,08:10:00
2013-07-27,2013-07-27 19:55:23,2013-07-28 04:08:33,08:13:00
2013-07-28,2013-07-28 19:53:49,2013-07-29 04:10:05,08:16:00
2013-07-29,2013-07-29 19:52:12,2013-07-30 04:11:38,08:19:00
2013-07-30,2013-07-30 19:50:34,2013-07-31 04:13:12,08:23:00
2013-07-31,2013-07-31 19:48:53,2013-08-01 04:14:46,08:26:00
2013-08-01,2013-08-01 19:47:11,2013-08-02 04:16:22,08:29:00
2013-08-02,2013-08-02 19:45:27,2013-08-03 04:17:57,08:33:00
2013-08-03,2013-08-03 19:43:41,2013-08-04 04:19:34,08:36:00
2013-08-04,2013-08-04 19:41:53,2013-08-05 04:21:10,08:39:00
2013-08-05,2013-08-05 19:40:04,2013-08-06 04:22:48,08:43:00
2013-08-06,2013-08-06 19:38:13,2013-08-07 04:24:25,08:46:00
2013-08-07,2013-08-07 19:36:21,2013-08-08 04:26:04,08:50:00
2013-08-08,2013-08-08 19:34:27,2013-08-09 04:27:42,08:53:00
2013-08-09,2013-08-09 19:32:31,2013-08-10 04:29:21,08:57:00
2013-08-10,2013-08-10 19:30:34,2013-08-11 04:31:00,09:00:00
2013-08-11,2013-08-11 19:28:36,2013-08-12 04:32:39,09:04:00
2013-08-12,2013-08-12 19:26:36,2013-08-13 04:34:19,09:08:00
2013-08-13,2013-08-13 19:24:35,2013-08-14 04:35:58,09:11:00
2013-08-14,2013-08-14 19:22:33,2013-08-15 04:37:38,09:15:00
2013-08-15,2013-08-15 19:20:30,2013-08-16 04:39:18,09:19:00
2013-08-16,2013-08-16 19:18:25,2013-08-17 04:40:58,09:23:00
2013-08-17,2013-08-17 19:16:19,2013-08-18 04:42:39,09:26:00
2013-08-18,2013-08-18 19:14:12,2013-08-19 04:44:19,09:30:00
2013-08-19,2013-08-19 19:12:05,2013-08-20 04:45:59,09:34:00
2013-08-20,2013-08-20 19:09:56,2013-08-21 04:47:40,09:38:00
2013-08-21,2013-08-21 19:07:46,2013-08-22 04:49:20,09:42:00
2013-08-22,2013-08-22 19:05:35,2013-08-23 04:51:01,09:45:00
2013-08-23,2013-08-23 19:03:24,2013-08-24 04:52:41,09:49:00
2013-08-24,2013-08-24 19:01:11,2013-08-25 04:54:22,09:53:00
2013-08-25,2013-08-25 18:58:58,2013-08-26 04:56:02,09:57:00
2013-08-26,2013-08-26 18:56:44,2013-08-27 04:57:43,10:01:00
2013-08-27,2013-08-27 18:54:29,2013-08-28 04:59:23,10:05:00
2013-08-28,2013-08-28 18:52:13,2013-08-29 05:01:03,10:09:00
2013-08-29,2013-08-29 18:49:57,2013-08-30 05:02:44,10:13:00
2013-08-30,2013-08-30 18:47:40,2013-08-31 05:04:24,10:17:00
2013-08-31,2013-08-31 18:45:23,2013-09-01 05:06:05,10:21:00
2013-09-01,2013-09-01 18:43:05,2013-09-02 05:07:45,10:25:00
2013-09-02,2013-09-02 18:40:47,2013-09-03 05:09:25,10:29:00
2013-09-03,2013-09-03 18:38:27,2013-09-04 05:11:05,10:33:00
2013-09-04,2013-09-04 18:36:08,2013-09-05 05:12:46,10:37:00
2013-09-05,2013-09-05 18:33:48,2013-09-06 05:14:26,10:41:00
2013-09-06,2013-09-06 18:31:28,2013-09-07 05:16:06,10:45:00
2013-09-07,2013-09-07 18:29:07,2013-09-08 05:17:46,10:49:00
2013-09-08,2013-09-08 18:26:46,2013-09-09 05:19:27,10:53:00
2013-09-09,2013-09-09 18:24:24,2013-09-10 05:21:07,10:57:00
2013-09-10,2013-09-10 18:22:03,2013-09-11 05:22:47,11:01:00
2013-09-11,2013-09-11 18:19:41,2013-09-12 05:24:27,11:05:00
2013-09-12,2013-09-12 18:17:18,2013-09-13 05:26:07,11:09:00
2013-09-13,2013-09-13 18:14:56,2013-09-14 05:27:48,11:13:00
2013-09-14,2013-09-14 18:12:33,2013-09-15 05:29:28,11:17:00
2013-09-15,2013-09-15 18:10:11,2013-09-16 05:31:09,11:21:00
2013-09-16,2013-09-16 18:07:48,2013-09-17 05:32:49,11:25:00
2013-09-17,2013-09-17 18:05:25,2013-09-18 05:34:30,11:29:00
2013-09-18,2013-09-18 18:03:02,2013-09-19 05:36:10,11:33:00
2013-09-19,2013-09-19 18:00:39,2013-09-20 05:37:51,11:37:00
2013-09-20,2013-09-20 17:58:16,2013-09-21 05:39:32,11:41:00
2013-09-21,2013-09-21 17:55:53,2013-09-22 05:41:13,11:45:00
2013-09-22,2013-09-22 17:53:30,2013-09-23 05:42:54,11:49:00
2013-09-23,2013-09-23 17:51:07,2013-09-24 05:44:35,11:53:00
2013-09-24,2013-09-24 17:48:44,2013-09-25 05:46:16,11:58:00
2013-09-25,2013-09-25 17:46:21,2013-09-26 05:47:58,12:02:00
2013-09-26,2013-09-26 17:43:59,2013-09-27 05:49:40,12:06:00
2013-09-27,2013-09-27 17:41:37,2013-09-28 05:51:22,12:10:00
2013-09-28,2013-09-28 17:39:15,2013-09-29 05:53:04,12:14:00
2013-09-29,2013-09-29 17:36:53,2013-09-30 05:54:46,12:18:00
2013-09-30,2013-09-30 17:34:31,2013-10-01 05:56:29,12:22:00
2013-10-01,2013-10-01 17:32:10,2013-10-02 05:58:11,12:26:00
2013-10-02,2013-10-02 17:29:49,2013-10-03 05:59:54,12:30:00
2013-10-03,2013-10-03 17:27:29,2013-10-04 06:01:38,12:34:00
2013-10-04,2013-10-04 17:25:09,2013-10-05 06:03:21,12:38:00
2013-10-05,2013-10-05 17:22:49,2013-10-06 06:05:05,12:42:00
2013-10-06,2013-10-06 17:20:30,2013-10-07 06:06:49,12:46:00
2013-10-07,2013-10-07 17:18:11,2013-10-08 06:08:33,12:50:00
2013-10-08,2013-10-08 17:15:53,2013-10-09 06:10:18,12:54:00
2013-10-09,2013-10-09 17:13:36,2013-10-10 06:12:03,12:58:00
2013-10-10,2013-10-10 17:11:19,2013-10-11 06:13:48,13:02:00
2013-10-11,2013-10-11 17:09:02,2013-10-12 06:15:34,13:07:00
2013-10-12,2013-10-12 17:06:47,2013-10-13 06:17:20,13:11:00
2013-10-13,2013-10-13 17:04:32,2013-10-14 06:19:06,13:15:00
2013-10-14,2013-10-14 17:02:18,2013-10-15 06:20:52,13:19:00
2013-10-15,2013-10-15 17:00:05,2013-10-16 06:22:39,13:23:00
2013-10-16,2013-10-16 16:57:52,2013-10-17 06:24:26,13:27:00
2013-10-17,2013-10-17 16:55:40,2013-10-18 06:26:14,13:31:00
2013-10-18,2013-10-18 16:53:30,2013-10-19 06:28:01,13:35:00
2013-10-19,2013-10-19 16:51:20,2013-10-20 06:29:49,13:38:00
2013-10-20,2013-10-20 16:49:11,2013-10-21 06:31:38,13:42:00
2013-10-21,2013-10-21 16:47:03,2013-10-22 06:33:26,13:46:00
2013-10-22,2013-10-22 16:44:57,2013-10-23 06:35:15,13:50:00
2013-10-23,2013-10-23 16:42:51,2013-10-24 06:37:04,13:54:00
2013-10-24,2013-10-24 16:40:47,2013-10-25 06:38:54,13:58:00
2013-10-25,2013-10-25 16:38:44,2013-10-26 06:40:43,14:02:00
2013-10-26,2013-10-26 16:36:42,2013-10-27 06:42:33,14:06:00
2013-10-27,2013-10-27 16:34:41,2013-10-28 06:44:23,14:10:00
2013-10-28,2013-10-28 16:32:42,2013-10-29 06:46:13,14:14:00
2013-10-29,2013-10-29 16:30:44,2013-10-30 06:48:04,14:17:00
2013-10-30,2013-10-30 16:28:47,2013-10-31 06:49:54,14:21:00
2013-10-31,2013-10-31 16:26:52,2013-11-01 06:51:45,14:25:00
2013-11-01,2013-11-01 16:24:59,2013-11-02 06:53:35,14:29:00
2013-11-02,2013-11-02 16:23:07,2013-11-03 06:55:26,14:32:00
2013-11-03,2013-11-03 16:21:16,2013-11-04 06:57:16,14:36:00
2013-11-04,2013-11-04 16:19:28,2013-11-05 06:59:07,14:40:00
2013-11-05,2013-11-05 16:17:41,2013-11-06 07:00:58,14:43:00
2013-11-06,2013-11-06 16:15:56,2013-11-07 07:02:48,14:47:00
2013-11-07,2013-11-07 16:14:12,2013-11-08 07:04:38,14:50:00
2013-11-08,2013-11-08 16:12:31,2013-11-09 07:06:28,14:54:00
2013-11-09,2013-11-09 16:10:52,2013-11-10 07:08:18,14:57:00
2013-11-10,2013-11-10 16:09:14,2013-11-11 07:10:07,15:01:00
2013-11-11,2013-11-11 16:07:39,2013-11-12 07:11:56,15:04:00
2013-11-12,2013-11-12 16:06:06,2013-11-13 07:13:45,15:08:00
2013-11-13,2013-11-13 16:04:35,2013-11-14 07:15:33,15:11:00
2013-11-14,2013-11-14 16:03:06,2013-11-15 07:17:20,15:14:00
2013-11-15,2013-11-15 16:01:39,2013-11-16 07:19:07,15:17:00
2013-11-16,2013-11-16 16:00:15,2013-11-17 07:20:53,15:21:00
2013-11-17,2013-11-17 15:58:53,2013-11-18 07:22:38,15:24:00
2013-11-18,2013-11-18 15:57:34,2013-11-19 07:24:23,15:27:00
2013-11-19,2013-11-19 15:56:17,2013-11-20 07:26:06,15:30:00
2013-11-20,2013-11-20 15:55:03,2013-11-21 07:27:49,15:33:00
2013-11-21,2013-11-21 15:53:52,2013-11-22 07:29:30,15:36:00
2013-11-22,2013-11-22 15:52:43,2013-11-23 07:31:10,15:38:00
2013-11-23,2013-11-23 15:51:37,2013-11-24 07:32:49,15:41:00
2013-11-24,2013-11-24 15:50:34,2013-11-25 07:34:27,15:44:00
2013-11-25,2013-11-25 15:49:33,2013-11-26 07:36:03,15:47:00
2013-11-26,2013-11-26 15:48:36,2013-11-27 07:37:38,15:49:00
2013-11-27,2013-11-27 15:47:41,2013-11-28 07:39:11,15:51:00
2013-11-28,2013-11-28 15:46:50,2013-11-29 07:40:42,15:54:00
2013-11-29,2013-11-29 15:46:02,2013-11-30 07:42:12,15:56:00
2013-11-30,2013-11-30 15:45:17,2013-12-01 07:43:40,15:58:00
2013-12-01,2013-12-01 15:44:35,2013-12-02 07:45:05,16:01:00
2013-12-02,2013-12-02 15:43:56,2013-12-03 07:46:29,16:03:00
2013-12-03,2013-12-03 15:43:20,2013-12-04 07:47:51,16:05:00
2013-12-04,2013-12-04 15:42:48,2013-12-05 07:49:10,16:06:00
2013-12-05,2013-12-05 15:42:20,2013-12-06 07:50:27,16:08:00
2013-12-06,2013-12-06 15:41:54,2013-12-07 07:51:41,16:10:00
2013-12-07,2013-12-07 15:41:32,2013-12-08 07:52:53,16:11:00
2013-12-08,2013-12-08 15:41:14,2013-12-09 07:54:03,16:13:00
2013-12-09,2013-12-09 15:40:59,2013-12-10 07:55:09,16:14:00
2013-12-10,2013-12-10 15:40:48,2013-12-11 07:56:13,16:15:00
2013-12-11,2013-12-11 15:40:40,2013-12-12 07:57:15,16:17:00
2013-12-12,2013-12-12 15:40:35,2013-12-13 07:58:13,16:18:00
2013-12-13,2013-12-13 15:40:35,2013-12-14 07:59:08,16:19:00
2013-12-14,2013-12-14 15:40:38,2013-12-15 08:00:00,16:19:00
2013-12-15,2013-12-15 15:40:44,2013-12-16 08:00:49,16:20:00
2013-12-16,2013-12-16 15:40:54,2013-12-17 08:01:35,16:21:00
2013-12-17,2013-12-17 15:41:08,2013-12-18 08:02:18,16:21:00
2013-12-18,2013-12-18 15:41:25,2013-12-19 08:02:57,16:22:00
2013-12-19,2013-12-19 15:41:46,2013-12-20 08:03:34,16:22:00
2013-12-20,2013-12-20 15:42:10,2013-12-21 08:04:06,16:22:00
2013-12-21,2013-12-21 15:42:38,2013-12-22 08:04:36,16:22:00
2013-12-22,2013-12-22 15:43:09,2013-12-23 08:05:02,16:22:00
2013-12-23,2013-12-23 15:43:44,2013-12-24 08:05:24,16:22:00
