"Nights","SunSets","SunRises","NightLength"
2013-02-27,2013-02-27 17:28:56,2013-02-28 06:42:41,13:14:00
2013-02-28,2013-02-28 17:30:48,2013-03-01 06:40:27,13:10:00
2013-03-01,2013-03-01 17:32:40,2013-03-02 06:38:11,13:06:00
2013-03-02,2013-03-02 17:34:32,2013-03-03 06:35:55,13:01:00
2013-03-03,2013-03-03 17:36:23,2013-03-04 06:33:38,12:57:00
2013-03-04,2013-03-04 17:38:14,2013-03-05 06:31:21,12:53:00
2013-03-05,2013-03-05 17:40:04,2013-03-06 06:29:03,12:49:00
2013-03-06,2013-03-06 17:41:55,2013-03-07 06:26:45,12:45:00
2013-03-07,2013-03-07 17:43:45,2013-03-08 06:24:26,12:41:00
2013-03-08,2013-03-08 17:45:35,2013-03-09 06:22:07,12:37:00
2013-03-09,2013-03-09 17:47:24,2013-03-10 06:19:47,12:32:00
2013-03-10,2013-03-10 17:49:13,2013-03-11 06:17:26,12:28:00
2013-03-11,2013-03-11 17:51:03,2013-03-12 06:15:06,12:24:00
2013-03-12,2013-03-12 17:52:51,2013-03-13 06:12:45,12:20:00
2013-03-13,2013-03-13 17:54:40,2013-03-14 06:10:24,12:16:00
2013-03-14,2013-03-14 17:56:28,2013-03-15 06:08:02,12:12:00
2013-03-15,2013-03-15 17:58:17,2013-03-16 06:05:40,12:07:00
2013-03-16,2013-03-16 18:00:05,2013-03-17 06:03:18,12:03:00
2013-03-17,2013-03-17 18:01:52,2013-03-18 06:00:56,11:59:00
2013-03-18,2013-03-18 18:03:40,2013-03-19 05:58:34,11:55:00
2013-03-19,2013-03-19 18:05:27,2013-03-20 05:56:11,11:51:00
2013-03-20,2013-03-20 18:07:15,2013-03-21 05:53:49,11:47:00
2013-03-21,2013-03-21 18:09:02,2013-03-22 05:51:26,11:42:00
2013-03-22,2013-03-22 18:10:49,2013-03-23 05:49:04,11:38:00
2013-03-23,2013-03-23 18:12:36,2013-03-24 05:46:41,11:34:00
2013-03-24,2013-03-24 18:14:23,2013-03-25 05:44:18,11:30:00
2013-03-25,2013-03-25 18:16:09,2013-03-26 05:41:56,11:26:00
2013-03-26,2013-03-26 18:17:56,2013-03-27 05:39:33,11:22:00
2013-03-27,2013-03-27 18:19:43,2013-03-28 05:37:11,11:17:00
2013-03-28,2013-03-28 18:21:29,2013-03-29 05:34:49,11:13:00
2013-03-29,2013-03-29 18:23:16,2013-03-30 05:32:27,11:09:00
2013-03-30,2013-03-30 18:25:02,2013-03-31 05:30:05,11:05:00
2013-03-31,2013-03-31 18:26:48,2013-04-01 05:27:43,11:01:00
2013-04-01,2013-04-01 18:28:35,2013-04-02 05:25:22,10:57:00
2013-04-02,2013-04-02 18:30:21,2013-04-03 05:23:01,10:53:00
2013-04-03,2013-04-03 18:32:07,2013-04-04 05:20:40,10:49:00
2013-04-04,2013-04-04 18:33:53,2013-04-05 05:18:20,10:44:00
2013-04-05,2013-04-05 18:35:40,2013-04-06 05:16:00,10:40:00
2013-04-06,2013-04-06 18:37:26,2013-04-07 05:13:40,10:36:00
2013-04-07,2013-04-07 18:39:12,2013-04-08 05:11:21,10:32:00
2013-04-08,2013-04-08 18:40:58,2013-04-09 05:09:02,10:28:00
2013-04-09,2013-04-09 18:42:44,2013-04-10 05:06:44,10:24:00
2013-04-10,2013-04-10 18:44:31,2013-04-11 05:04:26,10:20:00
2013-04-11,2013-04-11 18:46:17,2013-04-12 05:02:09,10:16:00
2013-04-12,2013-04-12 18:48:03,2013-04-13 04:59:53,10:12:00
2013-04-13,2013-04-13 18:49:49,2013-04-14 04:57:37,10:08:00
2013-04-14,2013-04-14 18:51:35,2013-04-15 04:55:22,10:04:00
2013-04-15,2013-04-15 18:53:22,2013-04-16 04:53:08,10:00:00
2013-04-16,2013-04-16 18:55:08,2013-04-17 04:50:54,09:56:00
2013-04-17,2013-04-17 18:56:54,2013-04-18 04:48:41,09:52:00
2013-04-18,2013-04-18 18:58:40,2013-04-19 04:46:29,09:48:00
2013-04-19,2013-04-19 19:00:26,2013-04-20 04:44:18,09:44:00
2013-04-20,2013-04-20 19:02:12,2013-04-21 04:42:08,09:40:00
2013-04-21,2013-04-21 19:03:58,2013-04-22 04:39:59,09:36:00
2013-04-22,2013-04-22 19:05:44,2013-04-23 04:37:50,09:32:00
2013-04-23,2013-04-23 19:07:30,2013-04-24 04:35:43,09:28:00
2013-04-24,2013-04-24 19:09:15,2013-04-25 04:33:37,09:24:00
2013-04-25,2013-04-25 19:11:01,2013-04-26 04:31:32,09:21:00
2013-04-26,2013-04-26 19:12:46,2013-04-27 04:29:28,09:17:00
2013-04-27,2013-04-27 19:14:31,2013-04-28 04:27:25,09:13:00
2013-04-28,2013-04-28 19:16:16,2013-04-29 04:25:23,09:09:00
2013-04-29,2013-04-29 19:18:01,2013-04-30 04:23:23,09:05:00
2013-04-30,2013-04-30 19:19:46,2013-05-01 04:21:24,09:02:00
2013-05-01,2013-05-01 19:21:30,2013-05-02 04:19:26,08:58:00
2013-05-02,2013-05-02 19:23:14,2013-05-03 04:17:30,08:54:00
2013-05-03,2013-05-03 19:24:57,2013-05-04 04:15:35,08:51:00
2013-05-04,2013-05-04 19:26:40,2013-05-05 04:13:42,08:47:00
2013-05-05,2013-05-05 19:28:23,2013-05-06 04:11:50,08:43:00
2013-05-06,2013-05-06 19:30:05,2013-05-07 04:10:00,08:40:00
2013-05-07,2013-05-07 19:31:47,2013-05-08 04:08:12,08:36:00
2013-05-08,2013-05-08 19:33:28,2013-05-09 04:06:25,08:33:00
2013-05-09,2013-05-09 19:35:09,2013-05-10 04:04:40,08:30:00
2013-05-10,2013-05-10 19:36:49,2013-05-11 04:02:57,08:26:00
2013-05-11,2013-05-11 19:38:28,2013-05-12 04:01:16,08:23:00
2013-05-12,2013-05-12 19:40:06,2013-05-13 03:59:37,08:20:00
2013-05-13,2013-05-13 19:41:44,2013-05-14 03:57:59,08:16:00
2013-05-14,2013-05-14 19:43:20,2013-05-15 03:56:24,08:13:00
2013-05-15,2013-05-15 19:44:56,2013-05-16 03:54:51,08:10:00
2013-05-16,2013-05-16 19:46:31,2013-05-17 03:53:20,08:07:00
2013-05-17,2013-05-17 19:48:05,2013-05-18 03:51:51,08:04:00
2013-05-18,2013-05-18 19:49:37,2013-05-19 03:50:24,08:01:00
2013-05-19,2013-05-19 19:51:09,2013-05-20 03:48:59,07:58:00
2013-05-20,2013-05-20 19:52:39,2013-05-21 03:47:37,07:55:00
2013-05-21,2013-05-21 19:54:07,2013-05-22 03:46:18,07:52:00
2013-05-22,2013-05-22 19:55:35,2013-05-23 03:45:01,07:49:00
2013-05-23,2013-05-23 19:57:01,2013-05-24 03:43:46,07:47:00
2013-05-24,2013-05-24 19:58:25,2013-05-25 03:42:34,07:44:00
2013-05-25,2013-05-25 19:59:48,2013-05-26 03:41:24,07:42:00
2013-05-26,2013-05-26 20:01:09,2013-05-27 03:40:18,07:39:00
2013-05-27,2013-05-27 20:02:28,2013-05-28 03:39:13,07:37:00
2013-05-28,2013-05-28 20:03:45,2013-05-29 03:38:12,07:34:00
2013-05-29,2013-05-29 20:05:01,2013-05-30 03:37:14,07:32:00
2013-05-30,2013-05-30 20:06:14,2013-05-31 03:36:18,07:30:00
2013-05-31,2013-05-31 20:07:26,2013-06-01 03:35:25,07:28:00
2013-06-01,2013-06-01 20:08:35,2013-06-02 03:34:36,07:26:00
2013-06-02,2013-06-02 20:09:42,2013-06-03 03:33:49,07:24:00
2013-06-03,2013-06-03 20:10:47,2013-06-04 03:33:05,07:22:00
2013-06-04,2013-06-04 20:11:49,2013-06-05 03:32:24,07:21:00
2013-06-05,2013-06-05 20:12:49,2013-06-06 03:31:47,07:19:00
2013-06-06,2013-06-06 20:13:46,2013-06-07 03:31:13,07:17:00
2013-06-07,2013-06-07 20:14:41,2013-06-08 03:30:41,07:16:00
2013-06-08,2013-06-08 20:15:33,2013-06-09 03:30:13,07:15:00
2013-06-09,2013-06-09 20:16:22,2013-06-10 03:29:49,07:13:00
2013-06-10,2013-06-10 20:17:09,2013-06-11 03:29:27,07:12:00
2013-06-11,2013-06-11 20:17:52,2013-06-12 03:29:09,07:11:00
2013-06-12,2013-06-12 20:18:33,2013-06-13 03:28:54,07:10:00
2013-06-13,2013-06-13 20:19:11,2013-06-14 03:28:42,07:10:00
2013-06-14,2013-06-14 20:19:46,2013-06-15 03:28:34,07:09:00
2013-06-15,2013-06-15 20:20:17,2013-06-16 03:28:29,07:08:00
2013-06-16,2013-06-16 20:20:46,2013-06-17 03:28:27,07:08:00
2013-06-17,2013-06-17 20:21:12,2013-06-18 03:28:28,07:07:00
2013-06-18,2013-06-18 20:21:34,2013-06-19 03:28:33,07:07:00
2013-06-19,2013-06-19 20:21:53,2013-06-20 03:28:41,07:07:00
2013-06-20,2013-06-20 20:22:09,2013-06-21 03:28:52,07:07:00
2013-06-21,2013-06-21 20:22:21,2013-06-22 03:29:07,07:07:00
2013-06-22,2013-06-22 20:22:31,2013-06-23 03:29:24,07:07:00
2013-06-23,2013-06-23 20:22:37,2013-06-24 03:29:45,07:07:00
2013-06-24,2013-06-24 20:22:39,2013-06-25 03:30:09,07:07:00
2013-06-25,2013-06-25 20:22:39,2013-06-26 03:30:36,07:08:00
2013-06-26,2013-06-26 20:22:35,2013-06-27 03:31:06,07:09:00
2013-06-27,2013-06-27 20:22:27,2013-06-28 03:31:39,07:09:00
2013-06-28,2013-06-28 20:22:16,2013-06-29 03:32:15,07:10:00
2013-06-29,2013-06-29 20:22:02,2013-06-30 03:32:54,07:11:00
2013-06-30,2013-06-30 20:21:45,2013-07-01 03:33:36,07:12:00
2013-07-01,2013-07-01 20:21:24,2013-07-02 03:34:21,07:13:00
2013-07-02,2013-07-02 20:21:00,2013-07-03 03:35:08,07:14:00
2013-07-03,2013-07-03 20:20:33,2013-07-04 03:35:58,07:15:00
2013-07-04,2013-07-04 20:20:03,2013-07-05 03:36:50,07:17:00
2013-07-05,2013-07-05 20:19:29,2013-07-06 03:37:46,07:18:00
2013-07-06,2013-07-06 20:18:52,2013-07-07 03:38:43,07:20:00
2013-07-07,2013-07-07 20:18:12,2013-07-08 03:39:43,07:22:00
2013-07-08,2013-07-08 20:17:29,2013-07-09 03:40:45,07:23:00
2013-07-09,2013-07-09 20:16:43,2013-07-10 03:41:50,07:25:00
2013-07-10,2013-07-10 20:15:54,2013-07-11 03:42:57,07:27:00
2013-07-11,2013-07-11 20:15:01,2013-07-12 03:44:05,07:29:00
2013-07-12,2013-07-12 20:14:06,2013-07-13 03:45:16,07:31:00
2013-07-13,2013-07-13 20:13:08,2013-07-14 03:46:29,07:33:00
2013-07-14,2013-07-14 20:12:07,2013-07-15 03:47:44,07:36:00
2013-07-15,2013-07-15 20:11:03,2013-07-16 03:49:00,07:38:00
2013-07-16,2013-07-16 20:09:57,2013-07-17 03:50:18,07:40:00
2013-07-17,2013-07-17 20:08:48,2013-07-18 03:51:38,07:43:00
2013-07-18,2013-07-18 20:07:36,2013-07-19 03:52:59,07:45:00
2013-07-19,2013-07-19 20:06:21,2013-07-20 03:54:22,07:48:00
2013-07-20,2013-07-20 20:05:04,2013-07-21 03:55:47,07:51:00
2013-07-21,2013-07-21 20:03:45,2013-07-22 03:57:12,07:53:00
2013-07-22,2013-07-22 20:02:23,2013-07-23 03:58:39,07:56:00
2013-07-23,2013-07-23 20:00:58,2013-07-24 04:00:07,07:59:00
2013-07-24,2013-07-24 19:59:32,2013-07-25 04:01:36,08:02:00
2013-07-25,2013-07-25 19:58:03,2013-07-26 04:03:07,08:05:00
2013-07-26,2013-07-26 19:56:32,2013-07-27 04:04:38,08:08:00
2013-07-27,2013-07-27 19:54:58,2013-07-28 04:06:10,08:11:00
2013-07-28,2013-07-28 19:53:23,2013-07-29 04:07:43,08:14:00
2013-07-29,2013-07-29 19:51:46,2013-07-30 04:09:17,08:18:00
2013-07-30,2013-07-30 19:50:06,2013-07-31 04:10:52,08:21:00
2013-07-31,2013-07-31 19:48:25,2013-08-01 04:12:28,08:24:00
2013-08-01,2013-08-01 19:46:41,2013-08-02 04:14:04,08:27:00
2013-08-02,2013-08-02 19:44:56,2013-08-03 04:15:40,08:31:00
2013-08-03,2013-08-03 19:43:09,2013-08-04 04:17:18,08:34:00
2013-08-04,2013-08-04 19:41:21,2013-08-05 04:18:56,08:38:00
2013-08-05,2013-08-05 19:39:30,2013-08-06 04:20:34,08:41:00
2013-08-06,2013-08-06 19:37:39,2013-08-07 04:22:13,08:45:00
2013-08-07,2013-08-07 19:35:45,2013-08-08 04:23:52,08:48:00
2013-08-08,2013-08-08 19:33:50,2013-08-09 04:25:31,08:52:00
2013-08-09,2013-08-09 19:31:53,2013-08-10 04:27:11,08:55:00
2013-08-10,2013-08-10 19:29:56,2013-08-11 04:28:51,08:59:00
2013-08-11,2013-08-11 19:27:56,2013-08-12 04:30:31,09:03:00
2013-08-12,2013-08-12 19:25:55,2013-08-13 04:32:12,09:06:00
2013-08-13,2013-08-13 19:23:53,2013-08-14 04:33:53,09:10:00
2013-08-14,2013-08-14 19:21:50,2013-08-15 04:35:34,09:14:00
2013-08-15,2013-08-15 19:19:46,2013-08-16 04:37:15,09:17:00
2013-08-16,2013-08-16 19:17:40,2013-08-17 04:38:56,09:21:00
2013-08-17,2013-08-17 19:15:33,2013-08-18 04:40:37,09:25:00
2013-08-18,2013-08-18 19:13:26,2013-08-19 04:42:18,09:29:00
2013-08-19,2013-08-19 19:11:17,2013-08-20 04:44:00,09:33:00
2013-08-20,2013-08-20 19:09:07,2013-08-21 04:45:41,09:37:00
2013-08-21,2013-08-21 19:06:56,2013-08-22 04:47:23,09:40:00
2013-08-22,2013-08-22 19:04:44,2013-08-23 04:49:04,09:44:00
2013-08-23,2013-08-23 19:02:32,2013-08-24 04:50:46,09:48:00
2013-08-24,2013-08-24 19:00:18,2013-08-25 04:52:27,09:52:00
2013-08-25,2013-08-25 18:58:04,2013-08-26 04:54:09,09:56:00
2013-08-26,2013-08-26 18:55:49,2013-08-27 04:55:50,10:00:00
2013-08-27,2013-08-27 18:53:33,2013-08-28 04:57:32,10:04:00
2013-08-28,2013-08-28 18:51:16,2013-08-29 04:59:13,10:08:00
2013-08-29,2013-08-29 18:48:59,2013-08-30 05:00:55,10:12:00
2013-08-30,2013-08-30 18:46:41,2013-08-31 05:02:36,10:16:00
2013-08-31,2013-08-31 18:44:23,2013-09-01 05:04:17,10:20:00
2013-09-01,2013-09-01 18:42:04,2013-09-02 05:05:59,10:24:00
2013-09-02,2013-09-02 18:39:44,2013-09-03 05:07:40,10:28:00
2013-09-03,2013-09-03 18:37:24,2013-09-04 05:09:21,10:32:00
2013-09-04,2013-09-04 18:35:04,2013-09-05 05:11:03,10:36:00
2013-09-05,2013-09-05 18:32:43,2013-09-06 05:12:44,10:40:00
2013-09-06,2013-09-06 18:30:22,2013-09-07 05:14:25,10:44:00
2013-09-07,2013-09-07 18:28:00,2013-09-08 05:16:06,10:48:00
2013-09-08,2013-09-08 18:25:38,2013-09-09 05:17:47,10:52:00
2013-09-09,2013-09-09 18:23:15,2013-09-10 05:19:29,10:56:00
2013-09-10,2013-09-10 18:20:53,2013-09-11 05:21:10,11:00:00
2013-09-11,2013-09-11 18:18:30,2013-09-12 05:22:51,11:04:00
2013-09-12,2013-09-12 18:16:06,2013-09-13 05:24:32,11:08:00
2013-09-13,2013-09-13 18:13:43,2013-09-14 05:26:14,11:13:00
2013-09-14,2013-09-14 18:11:19,2013-09-15 05:27:55,11:17:00
2013-09-15,2013-09-15 18:08:56,2013-09-16 05:29:36,11:21:00
2013-09-16,2013-09-16 18:06:32,2013-09-17 05:31:18,11:25:00
2013-09-17,2013-09-17 18:04:08,2013-09-18 05:32:59,11:29:00
2013-09-18,2013-09-18 18:01:44,2013-09-19 05:34:41,11:33:00
2013-09-19,2013-09-19 17:59:20,2013-09-20 05:36:23,11:37:00
2013-09-20,2013-09-20 17:56:56,2013-09-21 05:38:04,11:41:00
2013-09-21,2013-09-21 17:54:32,2013-09-22 05:39:46,11:45:00
2013-09-22,2013-09-22 17:52:08,2013-09-23 05:41:29,11:49:00
2013-09-23,2013-09-23 17:49:44,2013-09-24 05:43:11,11:53:00
2013-09-24,2013-09-24 17:47:20,2013-09-25 05:44:53,11:58:00
2013-09-25,2013-09-25 17:44:57,2013-09-26 05:46:36,12:02:00
2013-09-26,2013-09-26 17:42:33,2013-09-27 05:48:18,12:06:00
2013-09-27,2013-09-27 17:40:10,2013-09-28 05:50:01,12:10:00
2013-09-28,2013-09-28 17:37:47,2013-09-29 05:51:44,12:14:00
2013-09-29,2013-09-29 17:35:24,2013-09-30 05:53:28,12:18:00
2013-09-30,2013-09-30 17:33:01,2013-10-01 05:55:11,12:22:00
2013-10-01,2013-10-01 17:30:39,2013-10-02 05:56:55,12:26:00
2013-10-02,2013-10-02 17:28:17,2013-10-03 05:58:39,12:30:00
2013-10-03,2013-10-03 17:25:56,2013-10-04 06:00:23,12:34:00
2013-10-04,2013-10-04 17:23:35,2013-10-05 06:02:08,12:39:00
2013-10-05,2013-10-05 17:21:14,2013-10-06 06:03:53,12:43:00
2013-10-06,2013-10-06 17:18:54,2013-10-07 06:05:38,12:47:00
2013-10-07,2013-10-07 17:16:34,2013-10-08 06:07:23,12:51:00
2013-10-08,2013-10-08 17:14:15,2013-10-09 06:09:09,12:55:00
2013-10-09,2013-10-09 17:11:57,2013-10-10 06:10:55,12:59:00
2013-10-10,2013-10-10 17:09:39,2013-10-11 06:12:41,13:03:00
2013-10-11,2013-10-11 17:07:22,2013-10-12 06:14:27,13:07:00
2013-10-12,2013-10-12 17:05:05,2013-10-13 06:16:14,13:11:00
2013-10-13,2013-10-13 17:02:49,2013-10-14 06:18:02,13:15:00
2013-10-14,2013-10-14 17:00:34,2013-10-15 06:19:49,13:19:00
2013-10-15,2013-10-15 16:58:20,2013-10-16 06:21:37,13:23:00
2013-10-16,2013-10-16 16:56:06,2013-10-17 06:23:25,13:27:00
2013-10-17,2013-10-17 16:53:54,2013-10-18 06:25:13,13:31:00
2013-10-18,2013-10-18 16:51:42,2013-10-19 06:27:02,13:35:00
2013-10-19,2013-10-19 16:49:31,2013-10-20 06:28:51,13:39:00
2013-10-20,2013-10-20 16:47:21,2013-10-21 06:30:40,13:43:00
2013-10-21,2013-10-21 16:45:13,2013-10-22 06:32:30,13:47:00
2013-10-22,2013-10-22 16:43:05,2013-10-23 06:34:20,13:51:00
2013-10-23,2013-10-23 16:40:58,2013-10-24 06:36:10,13:55:00
2013-10-24,2013-10-24 16:38:53,2013-10-25 06:38:00,13:59:00
2013-10-25,2013-10-25 16:36:49,2013-10-26 06:39:51,14:03:00
2013-10-26,2013-10-26 16:34:46,2013-10-27 06:41:42,14:07:00
2013-10-27,2013-10-27 16:32:44,2013-10-28 06:43:33,14:11:00
2013-10-28,2013-10-28 16:30:44,2013-10-29 06:45:24,14:15:00
2013-10-29,2013-10-29 16:28:45,2013-10-30 06:47:16,14:19:00
2013-10-30,2013-10-30 16:26:47,2013-10-31 06:49:07,14:22:00
2013-10-31,2013-10-31 16:24:51,2013-11-01 06:50:59,14:26:00
2013-11-01,2013-11-01 16:22:57,2013-11-02 06:52:50,14:30:00
2013-11-02,2013-11-02 16:21:04,2013-11-03 06:54:42,14:34:00
2013-11-03,2013-11-03 16:19:12,2013-11-04 06:56:33,14:37:00
2013-11-04,2013-11-04 16:17:23,2013-11-05 06:58:25,14:41:00
2013-11-05,2013-11-05 16:15:35,2013-11-06 07:00:17,14:45:00
2013-11-06,2013-11-06 16:13:49,2013-11-07 07:02:08,14:48:00
2013-11-07,2013-11-07 16:12:04,2013-11-08 07:03:59,14:52:00
2013-11-08,2013-11-08 16:10:22,2013-11-09 07:05:50,14:55:00
2013-11-09,2013-11-09 16:08:42,2013-11-10 07:07:41,14:59:00
2013-11-10,2013-11-10 16:07:03,2013-11-11 07:09:31,15:02:00
2013-11-11,2013-11-11 16:05:27,2013-11-12 07:11:21,15:06:00
2013-11-12,2013-11-12 16:03:53,2013-11-13 07:13:11,15:09:00
2013-11-13,2013-11-13 16:02:21,2013-11-14 07:15:00,15:13:00
2013-11-14,2013-11-14 16:00:51,2013-11-15 07:16:48,15:16:00
2013-11-15,2013-11-15 15:59:24,2013-11-16 07:18:36,15:19:00
2013-11-16,2013-11-16 15:57:58,2013-11-17 07:20:23,15:22:00
2013-11-17,2013-11-17 15:56:36,2013-11-18 07:22:09,15:26:00
2013-11-18,2013-11-18 15:55:16,2013-11-19 07:23:54,15:29:00
2013-11-19,2013-11-19 15:53:58,2013-11-20 07:25:39,15:32:00
2013-11-20,2013-11-20 15:52:43,2013-11-21 07:27:22,15:35:00
2013-11-21,2013-11-21 15:51:30,2013-11-22 07:29:04,15:38:00
2013-11-22,2013-11-22 15:50:21,2013-11-23 07:30:46,15:40:00
2013-11-23,2013-11-23 15:49:14,2013-11-24 07:32:25,15:43:00
2013-11-24,2013-11-24 15:48:10,2013-11-25 07:34:04,15:46:00
2013-11-25,2013-11-25 15:47:09,2013-11-26 07:35:41,15:49:00
2013-11-26,2013-11-26 15:46:10,2013-11-27 07:37:16,15:51:00
2013-11-27,2013-11-27 15:45:15,2013-11-28 07:38:50,15:54:00
2013-11-28,2013-11-28 15:44:23,2013-11-29 07:40:22,15:56:00
2013-11-29,2013-11-29 15:43:34,2013-11-30 07:41:53,15:58:00
2013-11-30,2013-11-30 15:42:48,2013-12-01 07:43:21,16:01:00
2013-12-01,2013-12-01 15:42:05,2013-12-02 07:44:48,16:03:00
2013-12-02,2013-12-02 15:41:26,2013-12-03 07:46:12,16:05:00
2013-12-03,2013-12-03 15:40:50,2013-12-04 07:47:34,16:07:00
2013-12-04,2013-12-04 15:40:17,2013-12-05 07:48:54,16:09:00
2013-12-05,2013-12-05 15:39:48,2013-12-06 07:50:11,16:10:00
2013-12-06,2013-12-06 15:39:22,2013-12-07 07:51:26,16:12:00
2013-12-07,2013-12-07 15:38:59,2013-12-08 07:52:39,16:14:00
2013-12-08,2013-12-08 15:38:41,2013-12-09 07:53:49,16:15:00
2013-12-09,2013-12-09 15:38:25,2013-12-10 07:54:56,16:17:00
2013-12-10,2013-12-10 15:38:13,2013-12-11 07:56:00,16:18:00
2013-12-11,2013-12-11 15:38:05,2013-12-12 07:57:02,16:19:00
2013-12-12,2013-12-12 15:38:00,2013-12-13 07:58:01,16:20:00
2013-12-13,2013-12-13 15:37:59,2013-12-14 07:58:56,16:21:00
2013-12-14,2013-12-14 15:38:02,2013-12-15 07:59:49,16:22:00
2013-12-15,2013-12-15 15:38:08,2013-12-16 08:00:38,16:22:00
2013-12-16,2013-12-16 15:38:18,2013-12-17 08:01:24,16:23:00
2013-12-17,2013-12-17 15:38:31,2013-12-18 08:02:07,16:24:00
2013-12-18,2013-12-18 15:38:48,2013-12-19 08:02:46,16:24:00
2013-12-19,2013-12-19 15:39:09,2013-12-20 08:03:23,16:24:00
2013-12-20,2013-12-20 15:39:33,2013-12-21 08:03:55,16:24:00
2013-12-21,2013-12-21 15:40:01,2013-12-22 08:04:25,16:24:00
2013-12-22,2013-12-22 15:40:32,2013-12-23 08:04:51,16:24:00
2013-12-23,2013-12-23 15:41:07,2013-12-24 08:05:13,16:24:00
