"Nights","SunSets","SunRises","NightLength"
2013-02-14,2013-02-14 17:04:02,2013-02-15 07:09:55,14:06:00
2013-02-15,2013-02-15 17:05:57,2013-02-16 07:07:53,14:02:00
2013-02-16,2013-02-16 17:07:52,2013-02-17 07:05:50,13:58:00
2013-02-17,2013-02-17 17:09:47,2013-02-18 07:03:47,13:54:00
2013-02-18,2013-02-18 17:11:41,2013-02-19 07:01:42,13:50:00
2013-02-19,2013-02-19 17:13:35,2013-02-20 06:59:35,13:46:00
2013-02-20,2013-02-20 17:15:29,2013-02-21 06:57:28,13:42:00
2013-02-21,2013-02-21 17:17:23,2013-02-22 06:55:20,13:38:00
2013-02-22,2013-02-22 17:19:16,2013-02-23 06:53:11,13:34:00
2013-02-23,2013-02-23 17:21:09,2013-02-24 06:51:01,13:30:00
2013-02-24,2013-02-24 17:23:02,2013-02-25 06:48:49,13:26:00
2013-02-25,2013-02-25 17:24:55,2013-02-26 06:46:38,13:22:00
2013-02-26,2013-02-26 17:26:47,2013-02-27 06:44:25,13:18:00
2013-02-27,2013-02-27 17:28:39,2013-02-28 06:42:11,13:14:00
2013-02-28,2013-02-28 17:30:31,2013-03-01 06:39:57,13:09:00
2013-03-01,2013-03-01 17:32:22,2013-03-02 06:37:42,13:05:00
2013-03-02,2013-03-02 17:34:13,2013-03-03 06:35:26,13:01:00
2013-03-03,2013-03-03 17:36:04,2013-03-04 06:33:10,12:57:00
2013-03-04,2013-03-04 17:37:55,2013-03-05 06:30:53,12:53:00
2013-03-05,2013-03-05 17:39:45,2013-03-06 06:28:35,12:49:00
2013-03-06,2013-03-06 17:41:35,2013-03-07 06:26:17,12:45:00
2013-03-07,2013-03-07 17:43:25,2013-03-08 06:23:59,12:41:00
2013-03-08,2013-03-08 17:45:14,2013-03-09 06:21:40,12:36:00
2013-03-09,2013-03-09 17:47:03,2013-03-10 06:19:20,12:32:00
2013-03-10,2013-03-10 17:48:52,2013-03-11 06:17:00,12:28:00
2013-03-11,2013-03-11 17:50:41,2013-03-12 06:14:40,12:24:00
2013-03-12,2013-03-12 17:52:29,2013-03-13 06:12:19,12:20:00
2013-03-13,2013-03-13 17:54:18,2013-03-14 06:09:58,12:16:00
2013-03-14,2013-03-14 17:56:06,2013-03-15 06:07:37,12:12:00
2013-03-15,2013-03-15 17:57:54,2013-03-16 06:05:16,12:07:00
2013-03-16,2013-03-16 17:59:41,2013-03-17 06:02:54,12:03:00
2013-03-17,2013-03-17 18:01:29,2013-03-18 06:00:32,11:59:00
2013-03-18,2013-03-18 18:03:16,2013-03-19 05:58:10,11:55:00
2013-03-19,2013-03-19 18:05:03,2013-03-20 05:55:48,11:51:00
2013-03-20,2013-03-20 18:06:50,2013-03-21 05:53:26,11:47:00
2013-03-21,2013-03-21 18:08:37,2013-03-22 05:51:04,11:42:00
2013-03-22,2013-03-22 18:10:24,2013-03-23 05:48:41,11:38:00
2013-03-23,2013-03-23 18:12:10,2013-03-24 05:46:19,11:34:00
2013-03-24,2013-03-24 18:13:57,2013-03-25 05:43:57,11:30:00
2013-03-25,2013-03-25 18:15:43,2013-03-26 05:41:34,11:26:00
2013-03-26,2013-03-26 18:17:30,2013-03-27 05:39:12,11:22:00
2013-03-27,2013-03-27 18:19:16,2013-03-28 05:36:50,11:18:00
2013-03-28,2013-03-28 18:21:02,2013-03-29 05:34:28,11:13:00
2013-03-29,2013-03-29 18:22:48,2013-03-30 05:32:07,11:09:00
2013-03-30,2013-03-30 18:24:34,2013-03-31 05:29:45,11:05:00
2013-03-31,2013-03-31 18:26:20,2013-04-01 05:27:24,11:01:00
2013-04-01,2013-04-01 18:28:06,2013-04-02 05:25:03,10:57:00
2013-04-02,2013-04-02 18:29:52,2013-04-03 05:22:42,10:53:00
2013-04-03,2013-04-03 18:31:38,2013-04-04 05:20:22,10:49:00
2013-04-04,2013-04-04 18:33:24,2013-04-05 05:18:02,10:45:00
2013-04-05,2013-04-05 18:35:10,2013-04-06 05:15:42,10:41:00
2013-04-06,2013-04-06 18:36:55,2013-04-07 05:13:23,10:36:00
2013-04-07,2013-04-07 18:38:41,2013-04-08 05:11:04,10:32:00
2013-04-08,2013-04-08 18:40:27,2013-04-09 05:08:45,10:28:00
2013-04-09,2013-04-09 18:42:13,2013-04-10 05:06:28,10:24:00
2013-04-10,2013-04-10 18:43:59,2013-04-11 05:04:10,10:20:00
2013-04-11,2013-04-11 18:45:45,2013-04-12 05:01:54,10:16:00
2013-04-12,2013-04-12 18:47:31,2013-04-13 04:59:38,10:12:00
2013-04-13,2013-04-13 18:49:17,2013-04-14 04:57:22,10:08:00
2013-04-14,2013-04-14 18:51:02,2013-04-15 04:55:07,10:04:00
2013-04-15,2013-04-15 18:52:48,2013-04-16 04:52:53,10:00:00
2013-04-16,2013-04-16 18:54:34,2013-04-17 04:50:40,09:56:00
2013-04-17,2013-04-17 18:56:20,2013-04-18 04:48:28,09:52:00
2013-04-18,2013-04-18 18:58:06,2013-04-19 04:46:16,09:48:00
2013-04-19,2013-04-19 18:59:51,2013-04-20 04:44:05,09:44:00
2013-04-20,2013-04-20 19:01:37,2013-04-21 04:41:55,09:40:00
2013-04-21,2013-04-21 19:03:23,2013-04-22 04:39:46,09:36:00
2013-04-22,2013-04-22 19:05:08,2013-04-23 04:37:38,09:33:00
2013-04-23,2013-04-23 19:06:54,2013-04-24 04:35:31,09:29:00
2013-04-24,2013-04-24 19:08:39,2013-04-25 04:33:25,09:25:00
2013-04-25,2013-04-25 19:10:24,2013-04-26 04:31:21,09:21:00
2013-04-26,2013-04-26 19:12:09,2013-04-27 04:29:17,09:17:00
2013-04-27,2013-04-27 19:13:54,2013-04-28 04:27:14,09:13:00
2013-04-28,2013-04-28 19:15:39,2013-04-29 04:25:13,09:10:00
2013-04-29,2013-04-29 19:17:23,2013-04-30 04:23:13,09:06:00
2013-04-30,2013-04-30 19:19:07,2013-05-01 04:21:15,09:02:00
2013-05-01,2013-05-01 19:20:51,2013-05-02 04:19:17,08:58:00
2013-05-02,2013-05-02 19:22:35,2013-05-03 04:17:22,08:55:00
2013-05-03,2013-05-03 19:24:18,2013-05-04 04:15:27,08:51:00
2013-05-04,2013-05-04 19:26:01,2013-05-05 04:13:34,08:48:00
2013-05-05,2013-05-05 19:27:43,2013-05-06 04:11:43,08:44:00
2013-05-06,2013-05-06 19:29:25,2013-05-07 04:09:53,08:40:00
2013-05-07,2013-05-07 19:31:06,2013-05-08 04:08:05,08:37:00
2013-05-08,2013-05-08 19:32:47,2013-05-09 04:06:19,08:34:00
2013-05-09,2013-05-09 19:34:27,2013-05-10 04:04:34,08:30:00
2013-05-10,2013-05-10 19:36:07,2013-05-11 04:02:51,08:27:00
2013-05-11,2013-05-11 19:37:46,2013-05-12 04:01:10,08:23:00
2013-05-12,2013-05-12 19:39:24,2013-05-13 03:59:31,08:20:00
2013-05-13,2013-05-13 19:41:01,2013-05-14 03:57:54,08:17:00
2013-05-14,2013-05-14 19:42:37,2013-05-15 03:56:19,08:14:00
2013-05-15,2013-05-15 19:44:13,2013-05-16 03:54:46,08:11:00
2013-05-16,2013-05-16 19:45:47,2013-05-17 03:53:16,08:07:00
2013-05-17,2013-05-17 19:47:20,2013-05-18 03:51:47,08:04:00
2013-05-18,2013-05-18 19:48:53,2013-05-19 03:50:21,08:01:00
2013-05-19,2013-05-19 19:50:24,2013-05-20 03:48:57,07:59:00
2013-05-20,2013-05-20 19:51:54,2013-05-21 03:47:35,07:56:00
2013-05-21,2013-05-21 19:53:22,2013-05-22 03:46:15,07:53:00
2013-05-22,2013-05-22 19:54:49,2013-05-23 03:44:59,07:50:00
2013-05-23,2013-05-23 19:56:15,2013-05-24 03:43:44,07:47:00
2013-05-24,2013-05-24 19:57:39,2013-05-25 03:42:32,07:45:00
2013-05-25,2013-05-25 19:59:01,2013-05-26 03:41:23,07:42:00
2013-05-26,2013-05-26 20:00:22,2013-05-27 03:40:17,07:40:00
2013-05-27,2013-05-27 20:01:41,2013-05-28 03:39:13,07:38:00
2013-05-28,2013-05-28 20:02:58,2013-05-29 03:38:12,07:35:00
2013-05-29,2013-05-29 20:04:13,2013-05-30 03:37:14,07:33:00
2013-05-30,2013-05-30 20:05:26,2013-05-31 03:36:18,07:31:00
2013-05-31,2013-05-31 20:06:38,2013-06-01 03:35:26,07:29:00
2013-06-01,2013-06-01 20:07:47,2013-06-02 03:34:36,07:27:00
2013-06-02,2013-06-02 20:08:53,2013-06-03 03:33:50,07:25:00
2013-06-03,2013-06-03 20:09:58,2013-06-04 03:33:06,07:23:00
2013-06-04,2013-06-04 20:11:00,2013-06-05 03:32:26,07:21:00
2013-06-05,2013-06-05 20:12:00,2013-06-06 03:31:48,07:20:00
2013-06-06,2013-06-06 20:12:57,2013-06-07 03:31:14,07:18:00
2013-06-07,2013-06-07 20:13:51,2013-06-08 03:30:43,07:17:00
2013-06-08,2013-06-08 20:14:43,2013-06-09 03:30:15,07:16:00
2013-06-09,2013-06-09 20:15:32,2013-06-10 03:29:51,07:14:00
2013-06-10,2013-06-10 20:16:19,2013-06-11 03:29:29,07:13:00
2013-06-11,2013-06-11 20:17:02,2013-06-12 03:29:11,07:12:00
2013-06-12,2013-06-12 20:17:43,2013-06-13 03:28:56,07:11:00
2013-06-13,2013-06-13 20:18:21,2013-06-14 03:28:45,07:10:00
2013-06-14,2013-06-14 20:18:55,2013-06-15 03:28:36,07:10:00
2013-06-15,2013-06-15 20:19:27,2013-06-16 03:28:31,07:09:00
2013-06-16,2013-06-16 20:19:56,2013-06-17 03:28:30,07:09:00
2013-06-17,2013-06-17 20:20:21,2013-06-18 03:28:31,07:08:00
2013-06-18,2013-06-18 20:20:43,2013-06-19 03:28:36,07:08:00
2013-06-19,2013-06-19 20:21:02,2013-06-20 03:28:44,07:08:00
2013-06-20,2013-06-20 20:21:18,2013-06-21 03:28:55,07:08:00
2013-06-21,2013-06-21 20:21:31,2013-06-22 03:29:09,07:08:00
2013-06-22,2013-06-22 20:21:40,2013-06-23 03:29:27,07:08:00
2013-06-23,2013-06-23 20:21:46,2013-06-24 03:29:48,07:08:00
2013-06-24,2013-06-24 20:21:49,2013-06-25 03:30:12,07:08:00
2013-06-25,2013-06-25 20:21:48,2013-06-26 03:30:39,07:09:00
2013-06-26,2013-06-26 20:21:44,2013-06-27 03:31:09,07:09:00
2013-06-27,2013-06-27 20:21:37,2013-06-28 03:31:42,07:10:00
2013-06-28,2013-06-28 20:21:26,2013-06-29 03:32:18,07:11:00
2013-06-29,2013-06-29 20:21:12,2013-06-30 03:32:57,07:12:00
2013-06-30,2013-06-30 20:20:55,2013-07-01 03:33:38,07:13:00
2013-07-01,2013-07-01 20:20:35,2013-07-02 03:34:23,07:14:00
2013-07-02,2013-07-02 20:20:11,2013-07-03 03:35:10,07:15:00
2013-07-03,2013-07-03 20:19:44,2013-07-04 03:36:00,07:16:00
2013-07-04,2013-07-04 20:19:13,2013-07-05 03:36:52,07:18:00
2013-07-05,2013-07-05 20:18:40,2013-07-06 03:37:47,07:19:00
2013-07-06,2013-07-06 20:18:03,2013-07-07 03:38:44,07:21:00
2013-07-07,2013-07-07 20:17:23,2013-07-08 03:39:44,07:22:00
2013-07-08,2013-07-08 20:16:40,2013-07-09 03:40:46,07:24:00
2013-07-09,2013-07-09 20:15:54,2013-07-10 03:41:51,07:26:00
2013-07-10,2013-07-10 20:15:05,2013-07-11 03:42:57,07:28:00
2013-07-11,2013-07-11 20:14:13,2013-07-12 03:44:06,07:30:00
2013-07-12,2013-07-12 20:13:18,2013-07-13 03:45:16,07:32:00
2013-07-13,2013-07-13 20:12:21,2013-07-14 03:46:29,07:34:00
2013-07-14,2013-07-14 20:11:20,2013-07-15 03:47:43,07:36:00
2013-07-15,2013-07-15 20:10:16,2013-07-16 03:48:59,07:39:00
2013-07-16,2013-07-16 20:09:10,2013-07-17 03:50:17,07:41:00
2013-07-17,2013-07-17 20:08:01,2013-07-18 03:51:37,07:44:00
2013-07-18,2013-07-18 20:06:50,2013-07-19 03:52:58,07:46:00
2013-07-19,2013-07-19 20:05:35,2013-07-20 03:54:20,07:49:00
2013-07-20,2013-07-20 20:04:19,2013-07-21 03:55:44,07:51:00
2013-07-21,2013-07-21 20:02:59,2013-07-22 03:57:10,07:54:00
2013-07-22,2013-07-22 20:01:38,2013-07-23 03:58:36,07:57:00
2013-07-23,2013-07-23 20:00:14,2013-07-24 04:00:04,08:00:00
2013-07-24,2013-07-24 19:58:47,2013-07-25 04:01:33,08:03:00
2013-07-25,2013-07-25 19:57:19,2013-07-26 04:03:03,08:06:00
2013-07-26,2013-07-26 19:55:48,2013-07-27 04:04:34,08:09:00
2013-07-27,2013-07-27 19:54:15,2013-07-28 04:06:06,08:12:00
2013-07-28,2013-07-28 19:52:40,2013-07-29 04:07:39,08:15:00
2013-07-29,2013-07-29 19:51:03,2013-07-30 04:09:12,08:18:00
2013-07-30,2013-07-30 19:49:24,2013-07-31 04:10:47,08:21:00
2013-07-31,2013-07-31 19:47:43,2013-08-01 04:12:22,08:25:00
2013-08-01,2013-08-01 19:46:00,2013-08-02 04:13:58,08:28:00
2013-08-02,2013-08-02 19:44:15,2013-08-03 04:15:34,08:31:00
2013-08-03,2013-08-03 19:42:28,2013-08-04 04:17:11,08:35:00
2013-08-04,2013-08-04 19:40:40,2013-08-05 04:18:49,08:38:00
2013-08-05,2013-08-05 19:38:50,2013-08-06 04:20:26,08:42:00
2013-08-06,2013-08-06 19:36:58,2013-08-07 04:22:05,08:45:00
2013-08-07,2013-08-07 19:35:05,2013-08-08 04:23:44,08:49:00
2013-08-08,2013-08-08 19:33:11,2013-08-09 04:25:23,08:52:00
2013-08-09,2013-08-09 19:31:14,2013-08-10 04:27:02,08:56:00
2013-08-10,2013-08-10 19:29:17,2013-08-11 04:28:42,08:59:00
2013-08-11,2013-08-11 19:27:18,2013-08-12 04:30:22,09:03:00
2013-08-12,2013-08-12 19:25:17,2013-08-13 04:32:02,09:07:00
2013-08-13,2013-08-13 19:23:16,2013-08-14 04:33:43,09:10:00
2013-08-14,2013-08-14 19:21:13,2013-08-15 04:35:23,09:14:00
2013-08-15,2013-08-15 19:19:09,2013-08-16 04:37:04,09:18:00
2013-08-16,2013-08-16 19:17:03,2013-08-17 04:38:45,09:22:00
2013-08-17,2013-08-17 19:14:57,2013-08-18 04:40:26,09:25:00
2013-08-18,2013-08-18 19:12:50,2013-08-19 04:42:07,09:29:00
2013-08-19,2013-08-19 19:10:41,2013-08-20 04:43:48,09:33:00
2013-08-20,2013-08-20 19:08:31,2013-08-21 04:45:29,09:37:00
2013-08-21,2013-08-21 19:06:21,2013-08-22 04:47:10,09:41:00
2013-08-22,2013-08-22 19:04:10,2013-08-23 04:48:51,09:45:00
2013-08-23,2013-08-23 19:01:57,2013-08-24 04:50:32,09:49:00
2013-08-24,2013-08-24 18:59:44,2013-08-25 04:52:13,09:52:00
2013-08-25,2013-08-25 18:57:30,2013-08-26 04:53:55,09:56:00
2013-08-26,2013-08-26 18:55:15,2013-08-27 04:55:36,10:00:00
2013-08-27,2013-08-27 18:53:00,2013-08-28 04:57:17,10:04:00
2013-08-28,2013-08-28 18:50:44,2013-08-29 04:58:58,10:08:00
2013-08-29,2013-08-29 18:48:27,2013-08-30 05:00:39,10:12:00
2013-08-30,2013-08-30 18:46:09,2013-08-31 05:02:20,10:16:00
2013-08-31,2013-08-31 18:43:51,2013-09-01 05:04:01,10:20:00
2013-09-01,2013-09-01 18:41:33,2013-09-02 05:05:42,10:24:00
2013-09-02,2013-09-02 18:39:13,2013-09-03 05:07:23,10:28:00
2013-09-03,2013-09-03 18:36:54,2013-09-04 05:09:04,10:32:00
2013-09-04,2013-09-04 18:34:34,2013-09-05 05:10:45,10:36:00
2013-09-05,2013-09-05 18:32:13,2013-09-06 05:12:26,10:40:00
2013-09-06,2013-09-06 18:29:52,2013-09-07 05:14:07,10:44:00
2013-09-07,2013-09-07 18:27:31,2013-09-08 05:15:48,10:48:00
2013-09-08,2013-09-08 18:25:09,2013-09-09 05:17:29,10:52:00
2013-09-09,2013-09-09 18:22:47,2013-09-10 05:19:09,10:56:00
2013-09-10,2013-09-10 18:20:24,2013-09-11 05:20:50,11:00:00
2013-09-11,2013-09-11 18:18:02,2013-09-12 05:22:31,11:04:00
2013-09-12,2013-09-12 18:15:39,2013-09-13 05:24:12,11:09:00
2013-09-13,2013-09-13 18:13:16,2013-09-14 05:25:53,11:13:00
2013-09-14,2013-09-14 18:10:52,2013-09-15 05:27:34,11:17:00
2013-09-15,2013-09-15 18:08:29,2013-09-16 05:29:15,11:21:00
2013-09-16,2013-09-16 18:06:05,2013-09-17 05:30:56,11:25:00
2013-09-17,2013-09-17 18:03:42,2013-09-18 05:32:37,11:29:00
2013-09-18,2013-09-18 18:01:18,2013-09-19 05:34:19,11:33:00
2013-09-19,2013-09-19 17:58:54,2013-09-20 05:36:00,11:37:00
2013-09-20,2013-09-20 17:56:31,2013-09-21 05:37:42,11:41:00
2013-09-21,2013-09-21 17:54:07,2013-09-22 05:39:23,11:45:00
2013-09-22,2013-09-22 17:51:43,2013-09-23 05:41:05,11:49:00
2013-09-23,2013-09-23 17:49:20,2013-09-24 05:42:47,11:53:00
2013-09-24,2013-09-24 17:46:56,2013-09-25 05:44:29,11:58:00
2013-09-25,2013-09-25 17:44:33,2013-09-26 05:46:11,12:02:00
2013-09-26,2013-09-26 17:42:10,2013-09-27 05:47:54,12:06:00
2013-09-27,2013-09-27 17:39:47,2013-09-28 05:49:36,12:10:00
2013-09-28,2013-09-28 17:37:24,2013-09-29 05:51:19,12:14:00
2013-09-29,2013-09-29 17:35:02,2013-09-30 05:53:02,12:18:00
2013-09-30,2013-09-30 17:32:40,2013-10-01 05:54:45,12:22:00
2013-10-01,2013-10-01 17:30:18,2013-10-02 05:56:29,12:26:00
2013-10-02,2013-10-02 17:27:56,2013-10-03 05:58:12,12:30:00
2013-10-03,2013-10-03 17:25:35,2013-10-04 05:59:56,12:34:00
2013-10-04,2013-10-04 17:23:14,2013-10-05 06:01:40,12:38:00
2013-10-05,2013-10-05 17:20:54,2013-10-06 06:03:25,12:43:00
2013-10-06,2013-10-06 17:18:34,2013-10-07 06:05:10,12:47:00
2013-10-07,2013-10-07 17:16:15,2013-10-08 06:06:55,12:51:00
2013-10-08,2013-10-08 17:13:56,2013-10-09 06:08:40,12:55:00
2013-10-09,2013-10-09 17:11:38,2013-10-10 06:10:26,12:59:00
2013-10-10,2013-10-10 17:09:20,2013-10-11 06:12:11,13:03:00
2013-10-11,2013-10-11 17:07:04,2013-10-12 06:13:58,13:07:00
2013-10-12,2013-10-12 17:04:47,2013-10-13 06:15:44,13:11:00
2013-10-13,2013-10-13 17:02:32,2013-10-14 06:17:31,13:15:00
2013-10-14,2013-10-14 17:00:17,2013-10-15 06:19:18,13:19:00
2013-10-15,2013-10-15 16:58:03,2013-10-16 06:21:06,13:23:00
2013-10-16,2013-10-16 16:55:50,2013-10-17 06:22:54,13:27:00
2013-10-17,2013-10-17 16:53:38,2013-10-18 06:24:42,13:31:00
2013-10-18,2013-10-18 16:51:26,2013-10-19 06:26:30,13:35:00
2013-10-19,2013-10-19 16:49:16,2013-10-20 06:28:19,13:39:00
2013-10-20,2013-10-20 16:47:06,2013-10-21 06:30:08,13:43:00
2013-10-21,2013-10-21 16:44:58,2013-10-22 06:31:57,13:47:00
2013-10-22,2013-10-22 16:42:50,2013-10-23 06:33:47,13:51:00
2013-10-23,2013-10-23 16:40:44,2013-10-24 06:35:36,13:55:00
2013-10-24,2013-10-24 16:38:39,2013-10-25 06:37:26,13:59:00
2013-10-25,2013-10-25 16:36:35,2013-10-26 06:39:17,14:03:00
2013-10-26,2013-10-26 16:34:33,2013-10-27 06:41:07,14:07:00
2013-10-27,2013-10-27 16:32:31,2013-10-28 06:42:58,14:10:00
2013-10-28,2013-10-28 16:30:31,2013-10-29 06:44:49,14:14:00
2013-10-29,2013-10-29 16:28:33,2013-10-30 06:46:40,14:18:00
2013-10-30,2013-10-30 16:26:35,2013-10-31 06:48:31,14:22:00
2013-10-31,2013-10-31 16:24:40,2013-11-01 06:50:22,14:26:00
2013-11-01,2013-11-01 16:22:45,2013-11-02 06:52:13,14:29:00
2013-11-02,2013-11-02 16:20:53,2013-11-03 06:54:05,14:33:00
2013-11-03,2013-11-03 16:19:02,2013-11-04 06:55:56,14:37:00
2013-11-04,2013-11-04 16:17:13,2013-11-05 06:57:47,14:41:00
2013-11-05,2013-11-05 16:15:25,2013-11-06 06:59:38,14:44:00
2013-11-06,2013-11-06 16:13:39,2013-11-07 07:01:30,14:48:00
2013-11-07,2013-11-07 16:11:55,2013-11-08 07:03:20,14:51:00
2013-11-08,2013-11-08 16:10:13,2013-11-09 07:05:11,14:55:00
2013-11-09,2013-11-09 16:08:33,2013-11-10 07:07:01,14:58:00
2013-11-10,2013-11-10 16:06:55,2013-11-11 07:08:51,15:02:00
2013-11-11,2013-11-11 16:05:19,2013-11-12 07:10:41,15:05:00
2013-11-12,2013-11-12 16:03:45,2013-11-13 07:12:30,15:09:00
2013-11-13,2013-11-13 16:02:13,2013-11-14 07:14:19,15:12:00
2013-11-14,2013-11-14 16:00:44,2013-11-15 07:16:07,15:15:00
2013-11-15,2013-11-15 15:59:17,2013-11-16 07:17:54,15:19:00
2013-11-16,2013-11-16 15:57:52,2013-11-17 07:19:41,15:22:00
2013-11-17,2013-11-17 15:56:30,2013-11-18 07:21:27,15:25:00
2013-11-18,2013-11-18 15:55:10,2013-11-19 07:23:12,15:28:00
2013-11-19,2013-11-19 15:53:52,2013-11-20 07:24:56,15:31:00
2013-11-20,2013-11-20 15:52:38,2013-11-21 07:26:39,15:34:00
2013-11-21,2013-11-21 15:51:26,2013-11-22 07:28:21,15:37:00
2013-11-22,2013-11-22 15:50:16,2013-11-23 07:30:02,15:40:00
2013-11-23,2013-11-23 15:49:10,2013-11-24 07:31:42,15:43:00
2013-11-24,2013-11-24 15:48:06,2013-11-25 07:33:20,15:45:00
2013-11-25,2013-11-25 15:47:05,2013-11-26 07:34:57,15:48:00
2013-11-26,2013-11-26 15:46:07,2013-11-27 07:36:32,15:50:00
2013-11-27,2013-11-27 15:45:12,2013-11-28 07:38:06,15:53:00
2013-11-28,2013-11-28 15:44:20,2013-11-29 07:39:37,15:55:00
2013-11-29,2013-11-29 15:43:31,2013-11-30 07:41:07,15:58:00
2013-11-30,2013-11-30 15:42:46,2013-12-01 07:42:36,16:00:00
2013-12-01,2013-12-01 15:42:03,2013-12-02 07:44:02,16:02:00
2013-12-02,2013-12-02 15:41:24,2013-12-03 07:45:26,16:04:00
2013-12-03,2013-12-03 15:40:48,2013-12-04 07:46:48,16:06:00
2013-12-04,2013-12-04 15:40:16,2013-12-05 07:48:08,16:08:00
2013-12-05,2013-12-05 15:39:46,2013-12-06 07:49:25,16:10:00
2013-12-06,2013-12-06 15:39:21,2013-12-07 07:50:40,16:11:00
2013-12-07,2013-12-07 15:38:58,2013-12-08 07:51:52,16:13:00
2013-12-08,2013-12-08 15:38:40,2013-12-09 07:53:02,16:14:00
2013-12-09,2013-12-09 15:38:24,2013-12-10 07:54:09,16:16:00
2013-12-10,2013-12-10 15:38:13,2013-12-11 07:55:13,16:17:00
2013-12-11,2013-12-11 15:38:05,2013-12-12 07:56:15,16:18:00
2013-12-12,2013-12-12 15:38:00,2013-12-13 07:57:13,16:19:00
2013-12-13,2013-12-13 15:37:59,2013-12-14 07:58:08,16:20:00
2013-12-14,2013-12-14 15:38:02,2013-12-15 07:59:01,16:21:00
2013-12-15,2013-12-15 15:38:08,2013-12-16 07:59:50,16:22:00
2013-12-16,2013-12-16 15:38:18,2013-12-17 08:00:36,16:22:00
2013-12-17,2013-12-17 15:38:31,2013-12-18 08:01:19,16:23:00
2013-12-18,2013-12-18 15:38:49,2013-12-19 08:01:59,16:23:00
2013-12-19,2013-12-19 15:39:09,2013-12-20 08:02:35,16:23:00
2013-12-20,2013-12-20 15:39:34,2013-12-21 08:03:07,16:24:00
2013-12-21,2013-12-21 15:40:01,2013-12-22 08:03:37,16:24:00
2013-12-22,2013-12-22 15:40:33,2013-12-23 08:04:03,16:24:00
2013-12-23,2013-12-23 15:41:07,2013-12-24 08:04:25,16:23:00
