"Nights","SunSets","SunRises","NightLength"
2013-03-26,2013-03-26 18:34:28,2013-03-27 05:56:53,11:22:00
2013-03-27,2013-03-27 18:36:12,2013-03-28 05:54:34,11:18:00
2013-03-28,2013-03-28 18:37:55,2013-03-29 05:52:15,11:14:00
2013-03-29,2013-03-29 18:39:38,2013-03-30 05:49:56,11:10:00
2013-03-30,2013-03-30 18:41:22,2013-03-31 05:47:37,11:06:00
2013-03-31,2013-03-31 18:43:05,2013-04-01 05:45:18,11:02:00
2013-04-01,2013-04-01 18:44:48,2013-04-02 05:43:00,10:58:00
2013-04-02,2013-04-02 18:46:31,2013-04-03 05:40:42,10:54:00
2013-04-03,2013-04-03 18:48:14,2013-04-04 05:38:25,10:50:00
2013-04-04,2013-04-04 18:49:58,2013-04-05 05:36:07,10:46:00
2013-04-05,2013-04-05 18:51:41,2013-04-06 05:33:50,10:42:00
2013-04-06,2013-04-06 18:53:24,2013-04-07 05:31:34,10:38:00
2013-04-07,2013-04-07 18:55:07,2013-04-08 05:29:18,10:34:00
2013-04-08,2013-04-08 18:56:50,2013-04-09 05:27:02,10:30:00
2013-04-09,2013-04-09 18:58:33,2013-04-10 05:24:47,10:26:00
2013-04-10,2013-04-10 19:00:16,2013-04-11 05:22:33,10:22:00
2013-04-11,2013-04-11 19:01:59,2013-04-12 05:20:19,10:18:00
2013-04-12,2013-04-12 19:03:42,2013-04-13 05:18:06,10:14:00
2013-04-13,2013-04-13 19:05:25,2013-04-14 05:15:53,10:10:00
2013-04-14,2013-04-14 19:07:08,2013-04-15 05:13:41,10:07:00
2013-04-15,2013-04-15 19:08:51,2013-04-16 05:11:30,10:03:00
2013-04-16,2013-04-16 19:10:34,2013-04-17 05:09:19,09:59:00
2013-04-17,2013-04-17 19:12:17,2013-04-18 05:07:10,09:55:00
2013-04-18,2013-04-18 19:14:00,2013-04-19 05:05:01,09:51:00
2013-04-19,2013-04-19 19:15:43,2013-04-20 05:02:53,09:47:00
2013-04-20,2013-04-20 19:17:26,2013-04-21 05:00:46,09:43:00
2013-04-21,2013-04-21 19:19:09,2013-04-22 04:58:40,09:40:00
2013-04-22,2013-04-22 19:20:51,2013-04-23 04:56:34,09:36:00
2013-04-23,2013-04-23 19:22:34,2013-04-24 04:54:30,09:32:00
2013-04-24,2013-04-24 19:24:17,2013-04-25 04:52:27,09:28:00
2013-04-25,2013-04-25 19:25:59,2013-04-26 04:50:25,09:24:00
2013-04-26,2013-04-26 19:27:41,2013-04-27 04:48:25,09:21:00
2013-04-27,2013-04-27 19:29:23,2013-04-28 04:46:25,09:17:00
2013-04-28,2013-04-28 19:31:05,2013-04-29 04:44:27,09:13:00
2013-04-29,2013-04-29 19:32:46,2013-04-30 04:42:29,09:10:00
2013-04-30,2013-04-30 19:34:28,2013-05-01 04:40:34,09:06:00
2013-05-01,2013-05-01 19:36:09,2013-05-02 04:38:39,09:03:00
2013-05-02,2013-05-02 19:37:49,2013-05-03 04:36:46,08:59:00
2013-05-03,2013-05-03 19:39:30,2013-05-04 04:34:55,08:55:00
2013-05-04,2013-05-04 19:41:10,2013-05-05 04:33:05,08:52:00
2013-05-05,2013-05-05 19:42:49,2013-05-06 04:31:16,08:48:00
2013-05-06,2013-05-06 19:44:28,2013-05-07 04:29:29,08:45:00
2013-05-07,2013-05-07 19:46:07,2013-05-08 04:27:44,08:42:00
2013-05-08,2013-05-08 19:47:45,2013-05-09 04:26:00,08:38:00
2013-05-09,2013-05-09 19:49:22,2013-05-10 04:24:18,08:35:00
2013-05-10,2013-05-10 19:50:59,2013-05-11 04:22:38,08:32:00
2013-05-11,2013-05-11 19:52:35,2013-05-12 04:21:00,08:28:00
2013-05-12,2013-05-12 19:54:11,2013-05-13 04:19:24,08:25:00
2013-05-13,2013-05-13 19:55:45,2013-05-14 04:17:50,08:22:00
2013-05-14,2013-05-14 19:57:19,2013-05-15 04:16:17,08:19:00
2013-05-15,2013-05-15 19:58:52,2013-05-16 04:14:47,08:16:00
2013-05-16,2013-05-16 20:00:23,2013-05-17 04:13:19,08:13:00
2013-05-17,2013-05-17 20:01:54,2013-05-18 04:11:53,08:10:00
2013-05-18,2013-05-18 20:03:24,2013-05-19 04:10:29,08:07:00
2013-05-19,2013-05-19 20:04:52,2013-05-20 04:09:07,08:04:00
2013-05-20,2013-05-20 20:06:20,2013-05-21 04:07:48,08:01:00
2013-05-21,2013-05-21 20:07:46,2013-05-22 04:06:31,07:59:00
2013-05-22,2013-05-22 20:09:10,2013-05-23 04:05:17,07:56:00
2013-05-23,2013-05-23 20:10:33,2013-05-24 04:04:05,07:54:00
2013-05-24,2013-05-24 20:11:55,2013-05-25 04:02:55,07:51:00
2013-05-25,2013-05-25 20:13:15,2013-05-26 04:01:49,07:49:00
2013-05-26,2013-05-26 20:14:34,2013-05-27 04:00:44,07:46:00
2013-05-27,2013-05-27 20:15:50,2013-05-28 03:59:43,07:44:00
2013-05-28,2013-05-28 20:17:05,2013-05-29 03:58:44,07:42:00
2013-05-29,2013-05-29 20:18:19,2013-05-30 03:57:48,07:39:00
2013-05-30,2013-05-30 20:19:30,2013-05-31 03:56:54,07:37:00
2013-05-31,2013-05-31 20:20:39,2013-06-01 03:56:04,07:35:00
2013-06-01,2013-06-01 20:21:46,2013-06-02 03:55:16,07:34:00
2013-06-02,2013-06-02 20:22:51,2013-06-03 03:54:31,07:32:00
2013-06-03,2013-06-03 20:23:54,2013-06-04 03:53:50,07:30:00
2013-06-04,2013-06-04 20:24:54,2013-06-05 03:53:11,07:28:00
2013-06-05,2013-06-05 20:25:52,2013-06-06 03:52:35,07:27:00
2013-06-06,2013-06-06 20:26:48,2013-06-07 03:52:02,07:25:00
2013-06-07,2013-06-07 20:27:41,2013-06-08 03:51:33,07:24:00
2013-06-08,2013-06-08 20:28:31,2013-06-09 03:51:06,07:23:00
2013-06-09,2013-06-09 20:29:19,2013-06-10 03:50:43,07:21:00
2013-06-10,2013-06-10 20:30:05,2013-06-11 03:50:23,07:20:00
2013-06-11,2013-06-11 20:30:47,2013-06-12 03:50:06,07:19:00
2013-06-12,2013-06-12 20:31:27,2013-06-13 03:49:52,07:18:00
2013-06-13,2013-06-13 20:32:04,2013-06-14 03:49:41,07:18:00
2013-06-14,2013-06-14 20:32:38,2013-06-15 03:49:33,07:17:00
2013-06-15,2013-06-15 20:33:09,2013-06-16 03:49:29,07:16:00
2013-06-16,2013-06-16 20:33:37,2013-06-17 03:49:28,07:16:00
2013-06-17,2013-06-17 20:34:02,2013-06-18 03:49:30,07:15:00
2013-06-18,2013-06-18 20:34:24,2013-06-19 03:49:35,07:15:00
2013-06-19,2013-06-19 20:34:43,2013-06-20 03:49:43,07:15:00
2013-06-20,2013-06-20 20:34:58,2013-06-21 03:49:54,07:15:00
2013-06-21,2013-06-21 20:35:11,2013-06-22 03:50:09,07:15:00
2013-06-22,2013-06-22 20:35:20,2013-06-23 03:50:26,07:15:00
2013-06-23,2013-06-23 20:35:26,2013-06-24 03:50:47,07:15:00
2013-06-24,2013-06-24 20:35:29,2013-06-25 03:51:10,07:16:00
2013-06-25,2013-06-25 20:35:29,2013-06-26 03:51:37,07:16:00
2013-06-26,2013-06-26 20:35:26,2013-06-27 03:52:06,07:17:00
2013-06-27,2013-06-27 20:35:19,2013-06-28 03:52:39,07:17:00
2013-06-28,2013-06-28 20:35:09,2013-06-29 03:53:14,07:18:00
2013-06-29,2013-06-29 20:34:56,2013-06-30 03:53:52,07:19:00
2013-06-30,2013-06-30 20:34:40,2013-07-01 03:54:33,07:20:00
2013-07-01,2013-07-01 20:34:20,2013-07-02 03:55:16,07:21:00
2013-07-02,2013-07-02 20:33:57,2013-07-03 03:56:02,07:22:00
2013-07-03,2013-07-03 20:33:32,2013-07-04 03:56:51,07:23:00
2013-07-04,2013-07-04 20:33:03,2013-07-05 03:57:42,07:25:00
2013-07-05,2013-07-05 20:32:30,2013-07-06 03:58:35,07:26:00
2013-07-06,2013-07-06 20:31:55,2013-07-07 03:59:31,07:28:00
2013-07-07,2013-07-07 20:31:17,2013-07-08 04:00:29,07:29:00
2013-07-08,2013-07-08 20:30:36,2013-07-09 04:01:30,07:31:00
2013-07-09,2013-07-09 20:29:51,2013-07-10 04:02:32,07:33:00
2013-07-10,2013-07-10 20:29:04,2013-07-11 04:03:37,07:35:00
2013-07-11,2013-07-11 20:28:14,2013-07-12 04:04:44,07:36:00
2013-07-12,2013-07-12 20:27:21,2013-07-13 04:05:52,07:39:00
2013-07-13,2013-07-13 20:26:25,2013-07-14 04:07:03,07:41:00
2013-07-14,2013-07-14 20:25:26,2013-07-15 04:08:15,07:43:00
2013-07-15,2013-07-15 20:24:25,2013-07-16 04:09:29,07:45:00
2013-07-16,2013-07-16 20:23:21,2013-07-17 04:10:45,07:47:00
2013-07-17,2013-07-17 20:22:14,2013-07-18 04:12:02,07:50:00
2013-07-18,2013-07-18 20:21:05,2013-07-19 04:13:21,07:52:00
2013-07-19,2013-07-19 20:19:53,2013-07-20 04:14:41,07:55:00
2013-07-20,2013-07-20 20:18:38,2013-07-21 04:16:03,07:57:00
2013-07-21,2013-07-21 20:17:22,2013-07-22 04:17:26,08:00:00
2013-07-22,2013-07-22 20:16:02,2013-07-23 04:18:50,08:03:00
2013-07-23,2013-07-23 20:14:41,2013-07-24 04:20:15,08:06:00
2013-07-24,2013-07-24 20:13:17,2013-07-25 04:21:42,08:08:00
2013-07-25,2013-07-25 20:11:51,2013-07-26 04:23:09,08:11:00
2013-07-26,2013-07-26 20:10:23,2013-07-27 04:24:38,08:14:00
2013-07-27,2013-07-27 20:08:52,2013-07-28 04:26:07,08:17:00
2013-07-28,2013-07-28 20:07:20,2013-07-29 04:27:37,08:20:00
2013-07-29,2013-07-29 20:05:45,2013-07-30 04:29:08,08:23:00
2013-07-30,2013-07-30 20:04:09,2013-07-31 04:30:40,08:27:00
2013-07-31,2013-07-31 20:02:30,2013-08-01 04:32:12,08:30:00
2013-08-01,2013-08-01 20:00:50,2013-08-02 04:33:45,08:33:00
2013-08-02,2013-08-02 19:59:08,2013-08-03 04:35:19,08:36:00
2013-08-03,2013-08-03 19:57:24,2013-08-04 04:36:53,08:39:00
2013-08-04,2013-08-04 19:55:39,2013-08-05 04:38:28,08:43:00
2013-08-05,2013-08-05 19:53:51,2013-08-06 04:40:03,08:46:00
2013-08-06,2013-08-06 19:52:03,2013-08-07 04:41:39,08:50:00
2013-08-07,2013-08-07 19:50:12,2013-08-08 04:43:15,08:53:00
2013-08-08,2013-08-08 19:48:20,2013-08-09 04:44:51,08:57:00
2013-08-09,2013-08-09 19:46:27,2013-08-10 04:46:28,09:00:00
2013-08-10,2013-08-10 19:44:32,2013-08-11 04:48:05,09:04:00
2013-08-11,2013-08-11 19:42:36,2013-08-12 04:49:42,09:07:00
2013-08-12,2013-08-12 19:40:38,2013-08-13 04:51:19,09:11:00
2013-08-13,2013-08-13 19:38:39,2013-08-14 04:52:57,09:14:00
2013-08-14,2013-08-14 19:36:39,2013-08-15 04:54:35,09:18:00
2013-08-15,2013-08-15 19:34:38,2013-08-16 04:56:13,09:22:00
2013-08-16,2013-08-16 19:32:35,2013-08-17 04:57:51,09:25:00
2013-08-17,2013-08-17 19:30:32,2013-08-18 04:59:29,09:29:00
2013-08-18,2013-08-18 19:28:27,2013-08-19 05:01:07,09:33:00
2013-08-19,2013-08-19 19:26:21,2013-08-20 05:02:45,09:36:00
2013-08-20,2013-08-20 19:24:14,2013-08-21 05:04:24,09:40:00
2013-08-21,2013-08-21 19:22:07,2013-08-22 05:06:02,09:44:00
2013-08-22,2013-08-22 19:19:58,2013-08-23 05:07:40,09:48:00
2013-08-23,2013-08-23 19:17:48,2013-08-24 05:09:19,09:52:00
2013-08-24,2013-08-24 19:15:38,2013-08-25 05:10:57,09:55:00
2013-08-25,2013-08-25 19:13:27,2013-08-26 05:12:35,09:59:00
2013-08-26,2013-08-26 19:11:15,2013-08-27 05:14:14,10:03:00
2013-08-27,2013-08-27 19:09:02,2013-08-28 05:15:52,10:07:00
2013-08-28,2013-08-28 19:06:49,2013-08-29 05:17:30,10:11:00
2013-08-29,2013-08-29 19:04:35,2013-08-30 05:19:09,10:15:00
2013-08-30,2013-08-30 19:02:20,2013-08-31 05:20:47,10:18:00
2013-08-31,2013-08-31 19:00:05,2013-09-01 05:22:25,10:22:00
2013-09-01,2013-09-01 18:57:49,2013-09-02 05:24:04,10:26:00
2013-09-02,2013-09-02 18:55:32,2013-09-03 05:25:42,10:30:00
2013-09-03,2013-09-03 18:53:15,2013-09-04 05:27:20,10:34:00
2013-09-04,2013-09-04 18:50:58,2013-09-05 05:28:58,10:38:00
2013-09-05,2013-09-05 18:48:40,2013-09-06 05:30:36,10:42:00
2013-09-06,2013-09-06 18:46:22,2013-09-07 05:32:14,10:46:00
2013-09-07,2013-09-07 18:44:03,2013-09-08 05:33:53,10:50:00
2013-09-08,2013-09-08 18:41:44,2013-09-09 05:35:31,10:54:00
2013-09-09,2013-09-09 18:39:24,2013-09-10 05:37:09,10:58:00
2013-09-10,2013-09-10 18:37:05,2013-09-11 05:38:47,11:02:00
2013-09-11,2013-09-11 18:34:45,2013-09-12 05:40:25,11:06:00
2013-09-12,2013-09-12 18:32:25,2013-09-13 05:42:03,11:10:00
2013-09-13,2013-09-13 18:30:04,2013-09-14 05:43:42,11:14:00
2013-09-14,2013-09-14 18:27:44,2013-09-15 05:45:20,11:18:00
2013-09-15,2013-09-15 18:25:23,2013-09-16 05:46:58,11:22:00
2013-09-16,2013-09-16 18:23:02,2013-09-17 05:48:37,11:26:00
2013-09-17,2013-09-17 18:20:41,2013-09-18 05:50:15,11:30:00
2013-09-18,2013-09-18 18:18:20,2013-09-19 05:51:54,11:34:00
2013-09-19,2013-09-19 18:15:59,2013-09-20 05:53:32,11:38:00
2013-09-20,2013-09-20 18:13:38,2013-09-21 05:55:11,11:42:00
2013-09-21,2013-09-21 18:11:17,2013-09-22 05:56:50,11:46:00
2013-09-22,2013-09-22 18:08:56,2013-09-23 05:58:29,11:50:00
2013-09-23,2013-09-23 18:06:35,2013-09-24 06:00:08,11:54:00
2013-09-24,2013-09-24 18:04:15,2013-09-25 06:01:48,11:58:00
2013-09-25,2013-09-25 18:01:54,2013-09-26 06:03:27,12:02:00
2013-09-26,2013-09-26 17:59:34,2013-09-27 06:05:07,12:06:00
2013-09-27,2013-09-27 17:57:13,2013-09-28 06:06:47,12:10:00
2013-09-28,2013-09-28 17:54:53,2013-09-29 06:08:27,12:14:00
2013-09-29,2013-09-29 17:52:34,2013-09-30 06:10:07,12:18:00
2013-09-30,2013-09-30 17:50:14,2013-10-01 06:11:48,12:22:00
2013-10-01,2013-10-01 17:47:55,2013-10-02 06:13:28,12:26:00
2013-10-02,2013-10-02 17:45:36,2013-10-03 06:15:09,12:30:00
2013-10-03,2013-10-03 17:43:18,2013-10-04 06:16:51,12:34:00
2013-10-04,2013-10-04 17:41:00,2013-10-05 06:18:32,12:38:00
2013-10-05,2013-10-05 17:38:42,2013-10-06 06:20:14,12:42:00
2013-10-06,2013-10-06 17:36:25,2013-10-07 06:21:56,12:46:00
2013-10-07,2013-10-07 17:34:08,2013-10-08 06:23:38,12:49:00
2013-10-08,2013-10-08 17:31:52,2013-10-09 06:25:21,12:53:00
2013-10-09,2013-10-09 17:29:37,2013-10-10 06:27:04,12:57:00
2013-10-10,2013-10-10 17:27:22,2013-10-11 06:28:47,13:01:00
2013-10-11,2013-10-11 17:25:08,2013-10-12 06:30:30,13:05:00
2013-10-12,2013-10-12 17:22:54,2013-10-13 06:32:14,13:09:00
2013-10-13,2013-10-13 17:20:42,2013-10-14 06:33:58,13:13:00
2013-10-14,2013-10-14 17:18:30,2013-10-15 06:35:43,13:17:00
2013-10-15,2013-10-15 17:16:18,2013-10-16 06:37:27,13:21:00
2013-10-16,2013-10-16 17:14:08,2013-10-17 06:39:12,13:25:00
2013-10-17,2013-10-17 17:11:58,2013-10-18 06:40:58,13:29:00
2013-10-18,2013-10-18 17:09:50,2013-10-19 06:42:43,13:33:00
2013-10-19,2013-10-19 17:07:42,2013-10-20 06:44:29,13:37:00
2013-10-20,2013-10-20 17:05:35,2013-10-21 06:46:15,13:41:00
2013-10-21,2013-10-21 17:03:30,2013-10-22 06:48:02,13:45:00
2013-10-22,2013-10-22 17:01:25,2013-10-23 06:49:49,13:48:00
2013-10-23,2013-10-23 16:59:22,2013-10-24 06:51:36,13:52:00
2013-10-24,2013-10-24 16:57:19,2013-10-25 06:53:23,13:56:00
2013-10-25,2013-10-25 16:55:18,2013-10-26 06:55:11,14:00:00
2013-10-26,2013-10-26 16:53:18,2013-10-27 06:56:58,14:04:00
2013-10-27,2013-10-27 16:51:20,2013-10-28 06:58:46,14:07:00
2013-10-28,2013-10-28 16:49:22,2013-10-29 07:00:34,14:11:00
2013-10-29,2013-10-29 16:47:27,2013-10-30 07:02:23,14:15:00
2013-10-30,2013-10-30 16:45:32,2013-10-31 07:04:11,14:19:00
2013-10-31,2013-10-31 16:43:39,2013-11-01 07:05:59,14:22:00
2013-11-01,2013-11-01 16:41:48,2013-11-02 07:07:48,14:26:00
2013-11-02,2013-11-02 16:39:58,2013-11-03 07:09:37,14:30:00
2013-11-03,2013-11-03 16:38:10,2013-11-04 07:11:25,14:33:00
2013-11-04,2013-11-04 16:36:23,2013-11-05 07:13:14,14:37:00
2013-11-05,2013-11-05 16:34:38,2013-11-06 07:15:02,14:40:00
2013-11-06,2013-11-06 16:32:55,2013-11-07 07:16:50,14:44:00
2013-11-07,2013-11-07 16:31:14,2013-11-08 07:18:39,14:47:00
2013-11-08,2013-11-08 16:29:35,2013-11-09 07:20:26,14:51:00
2013-11-09,2013-11-09 16:27:57,2013-11-10 07:22:14,14:54:00
2013-11-10,2013-11-10 16:26:22,2013-11-11 07:24:01,14:58:00
2013-11-11,2013-11-11 16:24:49,2013-11-12 07:25:48,15:01:00
2013-11-12,2013-11-12 16:23:18,2013-11-13 07:27:35,15:04:00
2013-11-13,2013-11-13 16:21:49,2013-11-14 07:29:21,15:08:00
2013-11-14,2013-11-14 16:20:22,2013-11-15 07:31:06,15:11:00
2013-11-15,2013-11-15 16:18:57,2013-11-16 07:32:51,15:14:00
2013-11-16,2013-11-16 16:17:35,2013-11-17 07:34:35,15:17:00
2013-11-17,2013-11-17 16:16:15,2013-11-18 07:36:19,15:20:00
2013-11-18,2013-11-18 16:14:58,2013-11-19 07:38:01,15:23:00
2013-11-19,2013-11-19 16:13:43,2013-11-20 07:39:43,15:26:00
2013-11-20,2013-11-20 16:12:31,2013-11-21 07:41:24,15:29:00
2013-11-21,2013-11-21 16:11:21,2013-11-22 07:43:03,15:32:00
2013-11-22,2013-11-22 16:10:14,2013-11-23 07:44:42,15:34:00
2013-11-23,2013-11-23 16:09:10,2013-11-24 07:46:19,15:37:00
2013-11-24,2013-11-24 16:08:08,2013-11-25 07:47:55,15:40:00
2013-11-25,2013-11-25 16:07:10,2013-11-26 07:49:29,15:42:00
2013-11-26,2013-11-26 16:06:14,2013-11-27 07:51:03,15:45:00
2013-11-27,2013-11-27 16:05:21,2013-11-28 07:52:34,15:47:00
2013-11-28,2013-11-28 16:04:31,2013-11-29 07:54:04,15:50:00
2013-11-29,2013-11-29 16:03:45,2013-11-30 07:55:32,15:52:00
2013-11-30,2013-11-30 16:03:01,2013-12-01 07:56:58,15:54:00
2013-12-01,2013-12-01 16:02:20,2013-12-02 07:58:22,15:56:00
2013-12-02,2013-12-02 16:01:43,2013-12-03 07:59:45,15:58:00
2013-12-03,2013-12-03 16:01:09,2013-12-04 08:01:05,16:00:00
2013-12-04,2013-12-04 16:00:38,2013-12-05 08:02:23,16:02:00
2013-12-05,2013-12-05 16:00:11,2013-12-06 08:03:39,16:03:00
2013-12-06,2013-12-06 15:59:47,2013-12-07 08:04:52,16:05:00
2013-12-07,2013-12-07 15:59:26,2013-12-08 08:06:03,16:07:00
2013-12-08,2013-12-08 15:59:09,2013-12-09 08:07:11,16:08:00
2013-12-09,2013-12-09 15:58:55,2013-12-10 08:08:17,16:09:00
2013-12-10,2013-12-10 15:58:44,2013-12-11 08:09:20,16:11:00
2013-12-11,2013-12-11 15:58:37,2013-12-12 08:10:21,16:12:00
2013-12-12,2013-12-12 15:58:34,2013-12-13 08:11:18,16:13:00
2013-12-13,2013-12-13 15:58:34,2013-12-14 08:12:13,16:14:00
2013-12-14,2013-12-14 15:58:37,2013-12-15 08:13:04,16:14:00
2013-12-15,2013-12-15 15:58:44,2013-12-16 08:13:53,16:15:00
2013-12-16,2013-12-16 15:58:55,2013-12-17 08:14:39,16:16:00
2013-12-17,2013-12-17 15:59:09,2013-12-18 08:15:21,16:16:00
2013-12-18,2013-12-18 15:59:26,2013-12-19 08:16:00,16:17:00
2013-12-19,2013-12-19 15:59:47,2013-12-20 08:16:36,16:17:00
2013-12-20,2013-12-20 16:00:12,2013-12-21 08:17:09,16:17:00
2013-12-21,2013-12-21 16:00:40,2013-12-22 08:17:38,16:17:00
2013-12-22,2013-12-22 16:01:11,2013-12-23 08:18:04,16:17:00
2013-12-23,2013-12-23 16:01:46,2013-12-24 08:18:26,16:17:00
